#          k/h    axion          baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_axion        v_b            v_b-v_a     
   0.134449E+01   0.720606E+03   0.512729E+03   0.234391E-02   0.234000E-02   0.000000E+00   0.686444E+03   0.686444E+03   0.686444E+03   0.160548E-02   0.677130E+03   0.650301E+03   0.361240E-01
   0.135123E+01   0.714619E+03   0.508470E+03   0.230131E-02   0.229747E-02   0.000000E+00   0.680741E+03   0.680741E+03   0.680741E+03   0.159215E-02   0.671505E+03   0.644899E+03   0.356448E-01
   0.135800E+01   0.708682E+03   0.504246E+03   0.225948E-02   0.225571E-02   0.000000E+00   0.675085E+03   0.675085E+03   0.675085E+03   0.157892E-02   0.665926E+03   0.639541E+03   0.351719E-01
   0.136480E+01   0.702790E+03   0.500054E+03   0.221841E-02   0.221471E-02   0.000000E+00   0.669472E+03   0.669472E+03   0.669472E+03   0.156579E-02   0.660389E+03   0.634224E+03   0.347052E-01
   0.137165E+01   0.696947E+03   0.495898E+03   0.217807E-02   0.217444E-02   0.000000E+00   0.663907E+03   0.663907E+03   0.663907E+03   0.155277E-02   0.654899E+03   0.628952E+03   0.342445E-01
   0.137852E+01   0.691151E+03   0.491775E+03   0.213847E-02   0.213490E-02   0.000000E+00   0.658386E+03   0.658386E+03   0.658386E+03   0.153986E-02   0.649453E+03   0.623722E+03   0.337900E-01
   0.138543E+01   0.685402E+03   0.487685E+03   0.209958E-02   0.209608E-02   0.000000E+00   0.652909E+03   0.652909E+03   0.652909E+03   0.152705E-02   0.644051E+03   0.618534E+03   0.333414E-01
   0.139238E+01   0.679700E+03   0.483628E+03   0.206140E-02   0.205796E-02   0.000000E+00   0.647478E+03   0.647478E+03   0.647478E+03   0.151435E-02   0.638692E+03   0.613388E+03   0.328987E-01
   0.139936E+01   0.674043E+03   0.479603E+03   0.202390E-02   0.202053E-02   0.000000E+00   0.642089E+03   0.642089E+03   0.642089E+03   0.150175E-02   0.633377E+03   0.608283E+03   0.324618E-01
   0.140637E+01   0.668433E+03   0.475612E+03   0.198708E-02   0.198377E-02   0.000000E+00   0.636744E+03   0.636744E+03   0.636745E+03   0.148925E-02   0.628105E+03   0.603221E+03   0.320307E-01
   0.141342E+01   0.662866E+03   0.471652E+03   0.195093E-02   0.194768E-02   0.000000E+00   0.631442E+03   0.631442E+03   0.631442E+03   0.147684E-02   0.622874E+03   0.598198E+03   0.316052E-01
   0.142050E+01   0.657347E+03   0.467725E+03   0.191544E-02   0.191225E-02   0.000000E+00   0.626185E+03   0.626185E+03   0.626185E+03   0.146455E-02   0.617688E+03   0.593217E+03   0.311854E-01
   0.142762E+01   0.651870E+03   0.463829E+03   0.188058E-02   0.187744E-02   0.000000E+00   0.620967E+03   0.620967E+03   0.620968E+03   0.145235E-02   0.612541E+03   0.588275E+03   0.307710E-01
   0.143478E+01   0.646438E+03   0.459965E+03   0.184635E-02   0.184328E-02   0.000000E+00   0.615793E+03   0.615793E+03   0.615793E+03   0.144024E-02   0.607438E+03   0.583373E+03   0.303620E-01
   0.144197E+01   0.641050E+03   0.456131E+03   0.181275E-02   0.180972E-02   0.000000E+00   0.610660E+03   0.610660E+03   0.610660E+03   0.142824E-02   0.602374E+03   0.578510E+03   0.299584E-01
   0.144920E+01   0.635706E+03   0.452329E+03   0.177975E-02   0.177678E-02   0.000000E+00   0.605569E+03   0.605569E+03   0.605569E+03   0.141633E-02   0.597352E+03   0.573688E+03   0.295601E-01
   0.145646E+01   0.630403E+03   0.448557E+03   0.174734E-02   0.174443E-02   0.000000E+00   0.600519E+03   0.600519E+03   0.600519E+03   0.140452E-02   0.592370E+03   0.568903E+03   0.291671E-01
   0.146376E+01   0.625145E+03   0.444816E+03   0.171553E-02   0.171267E-02   0.000000E+00   0.595510E+03   0.595510E+03   0.595510E+03   0.139280E-02   0.587429E+03   0.564158E+03   0.287792E-01
   0.147110E+01   0.619928E+03   0.441104E+03   0.168428E-02   0.168147E-02   0.000000E+00   0.590540E+03   0.590540E+03   0.590540E+03   0.138118E-02   0.582526E+03   0.559450E+03   0.283964E-01
   0.147848E+01   0.614754E+03   0.437423E+03   0.165361E-02   0.165085E-02   0.000000E+00   0.585612E+03   0.585612E+03   0.585612E+03   0.136965E-02   0.577665E+03   0.554781E+03   0.280186E-01
   0.148589E+01   0.609622E+03   0.433772E+03   0.162349E-02   0.162078E-02   0.000000E+00   0.580723E+03   0.580723E+03   0.580723E+03   0.135822E-02   0.572843E+03   0.550151E+03   0.276459E-01
   0.149333E+01   0.604532E+03   0.430151E+03   0.159392E-02   0.159126E-02   0.000000E+00   0.575874E+03   0.575874E+03   0.575874E+03   0.134688E-02   0.568059E+03   0.545557E+03   0.272780E-01
   0.150082E+01   0.599482E+03   0.426558E+03   0.156487E-02   0.156226E-02   0.000000E+00   0.571063E+03   0.571063E+03   0.571063E+03   0.133563E-02   0.563314E+03   0.541000E+03   0.269149E-01
   0.150834E+01   0.594473E+03   0.422995E+03   0.153636E-02   0.153380E-02   0.000000E+00   0.566292E+03   0.566292E+03   0.566292E+03   0.132447E-02   0.558607E+03   0.536480E+03   0.265566E-01
   0.151590E+01   0.589504E+03   0.419460E+03   0.150836E-02   0.150584E-02   0.000000E+00   0.561559E+03   0.561559E+03   0.561559E+03   0.131340E-02   0.553938E+03   0.531996E+03   0.262030E-01
   0.152350E+01   0.584572E+03   0.415951E+03   0.148086E-02   0.147839E-02   0.000000E+00   0.556861E+03   0.556861E+03   0.556861E+03   0.130241E-02   0.549304E+03   0.527545E+03   0.258539E-01
   0.153114E+01   0.579683E+03   0.412473E+03   0.145386E-02   0.145144E-02   0.000000E+00   0.552204E+03   0.552204E+03   0.552204E+03   0.129152E-02   0.544710E+03   0.523134E+03   0.255096E-01
   0.153881E+01   0.574835E+03   0.409024E+03   0.142736E-02   0.142498E-02   0.000000E+00   0.547586E+03   0.547586E+03   0.547586E+03   0.128072E-02   0.540154E+03   0.518759E+03   0.251698E-01
   0.154653E+01   0.570026E+03   0.405603E+03   0.140134E-02   0.139900E-02   0.000000E+00   0.543005E+03   0.543005E+03   0.543005E+03   0.127000E-02   0.535636E+03   0.514419E+03   0.248345E-01
   0.155428E+01   0.565257E+03   0.402209E+03   0.137578E-02   0.137349E-02   0.000000E+00   0.538461E+03   0.538461E+03   0.538461E+03   0.125938E-02   0.531154E+03   0.510115E+03   0.245036E-01
   0.156207E+01   0.560525E+03   0.398843E+03   0.135069E-02   0.134844E-02   0.000000E+00   0.533954E+03   0.533954E+03   0.533954E+03   0.124883E-02   0.526707E+03   0.505845E+03   0.241771E-01
   0.156990E+01   0.555832E+03   0.395505E+03   0.132606E-02   0.132385E-02   0.000000E+00   0.529484E+03   0.529484E+03   0.529484E+03   0.123838E-02   0.522298E+03   0.501610E+03   0.238548E-01
   0.157777E+01   0.551177E+03   0.392192E+03   0.130187E-02   0.129970E-02   0.000000E+00   0.525049E+03   0.525049E+03   0.525049E+03   0.122801E-02   0.517923E+03   0.497409E+03   0.235368E-01
   0.158568E+01   0.546560E+03   0.388908E+03   0.127812E-02   0.127599E-02   0.000000E+00   0.520651E+03   0.520651E+03   0.520651E+03   0.121772E-02   0.513585E+03   0.493243E+03   0.232230E-01
   0.159363E+01   0.541980E+03   0.385649E+03   0.125480E-02   0.125270E-02   0.000000E+00   0.516289E+03   0.516289E+03   0.516289E+03   0.120752E-02   0.509281E+03   0.489110E+03   0.229134E-01
   0.160161E+01   0.537438E+03   0.382418E+03   0.123190E-02   0.122985E-02   0.000000E+00   0.511962E+03   0.511962E+03   0.511962E+03   0.119740E-02   0.505013E+03   0.485011E+03   0.226078E-01
   0.160964E+01   0.532933E+03   0.379213E+03   0.120942E-02   0.120741E-02   0.000000E+00   0.507671E+03   0.507671E+03   0.507671E+03   0.118736E-02   0.500780E+03   0.480946E+03   0.223063E-01
   0.161771E+01   0.528464E+03   0.376034E+03   0.118735E-02   0.118537E-02   0.000000E+00   0.503414E+03   0.503414E+03   0.503414E+03   0.117741E-02   0.496581E+03   0.476914E+03   0.220087E-01
   0.162582E+01   0.524032E+03   0.372880E+03   0.116567E-02   0.116373E-02   0.000000E+00   0.499191E+03   0.499191E+03   0.499191E+03   0.116753E-02   0.492416E+03   0.472914E+03   0.217150E-01
   0.163397E+01   0.519635E+03   0.369752E+03   0.114439E-02   0.114249E-02   0.000000E+00   0.495004E+03   0.495004E+03   0.495004E+03   0.115774E-02   0.488285E+03   0.468946E+03   0.214252E-01
   0.164216E+01   0.515275E+03   0.366650E+03   0.112350E-02   0.112163E-02   0.000000E+00   0.490850E+03   0.490850E+03   0.490850E+03   0.114802E-02   0.484187E+03   0.465011E+03   0.211393E-01
   0.165039E+01   0.510949E+03   0.363572E+03   0.110298E-02   0.110114E-02   0.000000E+00   0.486729E+03   0.486729E+03   0.486729E+03   0.113838E-02   0.480123E+03   0.461108E+03   0.208571E-01
   0.165866E+01   0.506660E+03   0.360520E+03   0.108284E-02   0.108103E-02   0.000000E+00   0.482643E+03   0.482643E+03   0.482643E+03   0.112883E-02   0.476092E+03   0.457237E+03   0.205786E-01
   0.166698E+01   0.502404E+03   0.357493E+03   0.106306E-02   0.106129E-02   0.000000E+00   0.478590E+03   0.478590E+03   0.478590E+03   0.111935E-02   0.472093E+03   0.453397E+03   0.203038E-01
   0.167533E+01   0.498184E+03   0.354490E+03   0.104364E-02   0.104190E-02   0.000000E+00   0.474570E+03   0.474570E+03   0.474570E+03   0.110994E-02   0.468128E+03   0.449589E+03   0.200327E-01
   0.168373E+01   0.493999E+03   0.351512E+03   0.102458E-02   0.102287E-02   0.000000E+00   0.470583E+03   0.470583E+03   0.470583E+03   0.110062E-02   0.464195E+03   0.445811E+03   0.197651E-01
   0.169217E+01   0.489847E+03   0.348558E+03   0.100586E-02   0.100418E-02   0.000000E+00   0.466628E+03   0.466628E+03   0.466628E+03   0.109137E-02   0.460294E+03   0.442065E+03   0.195011E-01
   0.170065E+01   0.485729E+03   0.345628E+03   0.987481E-03   0.985835E-03   0.000000E+00   0.462705E+03   0.462705E+03   0.462705E+03   0.108219E-02   0.456424E+03   0.438349E+03   0.192405E-01
   0.170918E+01   0.481645E+03   0.342722E+03   0.969435E-03   0.967818E-03   0.000000E+00   0.458814E+03   0.458814E+03   0.458814E+03   0.107310E-02   0.452586E+03   0.434663E+03   0.189834E-01
   0.171774E+01   0.477594E+03   0.339840E+03   0.951717E-03   0.950130E-03   0.000000E+00   0.454956E+03   0.454956E+03   0.454956E+03   0.106407E-02   0.448780E+03   0.431008E+03   0.187297E-01
   0.172635E+01   0.473576E+03   0.336981E+03   0.934320E-03   0.932762E-03   0.000000E+00   0.451128E+03   0.451128E+03   0.451128E+03   0.105512E-02   0.445004E+03   0.427381E+03   0.184793E-01
   0.173501E+01   0.469591E+03   0.334146E+03   0.917240E-03   0.915710E-03   0.000000E+00   0.447332E+03   0.447332E+03   0.447332E+03   0.104624E-02   0.441260E+03   0.423786E+03   0.182323E-01
   0.174370E+01   0.465638E+03   0.331334E+03   0.900469E-03   0.898968E-03   0.000000E+00   0.443567E+03   0.443567E+03   0.443567E+03   0.103743E-02   0.437545E+03   0.420218E+03   0.179885E-01
   0.175244E+01   0.461719E+03   0.328545E+03   0.884008E-03   0.882534E-03   0.000000E+00   0.439833E+03   0.439833E+03   0.439833E+03   0.102870E-02   0.433863E+03   0.416682E+03   0.177479E-01
   0.176123E+01   0.457831E+03   0.325779E+03   0.867842E-03   0.866395E-03   0.000000E+00   0.436130E+03   0.436130E+03   0.436130E+03   0.102004E-02   0.430209E+03   0.413173E+03   0.175106E-01
   0.177006E+01   0.453975E+03   0.323035E+03   0.851970E-03   0.850549E-03   0.000000E+00   0.432456E+03   0.432456E+03   0.432456E+03   0.101145E-02   0.426586E+03   0.409693E+03   0.172763E-01
   0.177893E+01   0.450151E+03   0.320315E+03   0.836387E-03   0.834993E-03   0.000000E+00   0.428813E+03   0.428813E+03   0.428813E+03   0.100293E-02   0.422992E+03   0.406242E+03   0.170452E-01
   0.178785E+01   0.446357E+03   0.317615E+03   0.821087E-03   0.819718E-03   0.000000E+00   0.425200E+03   0.425200E+03   0.425200E+03   0.994476E-03   0.419427E+03   0.402819E+03   0.168171E-01
   0.179681E+01   0.442595E+03   0.314939E+03   0.806066E-03   0.804722E-03   0.000000E+00   0.421616E+03   0.421616E+03   0.421616E+03   0.986095E-03   0.415893E+03   0.399424E+03   0.165921E-01
   0.180581E+01   0.438864E+03   0.312284E+03   0.791318E-03   0.789998E-03   0.000000E+00   0.418062E+03   0.418062E+03   0.418062E+03   0.977781E-03   0.412386E+03   0.396057E+03   0.163700E-01
   0.181487E+01   0.435163E+03   0.309651E+03   0.776838E-03   0.775543E-03   0.000000E+00   0.414537E+03   0.414537E+03   0.414537E+03   0.969537E-03   0.408909E+03   0.392717E+03   0.161509E-01
   0.182396E+01   0.431494E+03   0.307041E+03   0.762625E-03   0.761353E-03   0.000000E+00   0.411042E+03   0.411042E+03   0.411042E+03   0.961362E-03   0.405461E+03   0.389406E+03   0.159347E-01
   0.183310E+01   0.427854E+03   0.304451E+03   0.748667E-03   0.747418E-03   0.000000E+00   0.407574E+03   0.407574E+03   0.407574E+03   0.953251E-03   0.402040E+03   0.386121E+03   0.157213E-01
   0.184229E+01   0.424244E+03   0.301883E+03   0.734964E-03   0.733738E-03   0.000000E+00   0.404135E+03   0.404135E+03   0.404135E+03   0.945209E-03   0.398648E+03   0.382863E+03   0.155108E-01
   0.185153E+01   0.420663E+03   0.299335E+03   0.721510E-03   0.720306E-03   0.000000E+00   0.400724E+03   0.400724E+03   0.400724E+03   0.937231E-03   0.395284E+03   0.379632E+03   0.153031E-01
   0.186081E+01   0.417112E+03   0.296808E+03   0.708300E-03   0.707119E-03   0.000000E+00   0.397341E+03   0.397341E+03   0.397341E+03   0.929319E-03   0.391947E+03   0.376427E+03   0.150981E-01
   0.187014E+01   0.413590E+03   0.294303E+03   0.695332E-03   0.694172E-03   0.000000E+00   0.393987E+03   0.393987E+03   0.393987E+03   0.921473E-03   0.388638E+03   0.373249E+03   0.148958E-01
   0.187951E+01   0.410097E+03   0.291817E+03   0.682599E-03   0.681461E-03   0.000000E+00   0.390659E+03   0.390659E+03   0.390659E+03   0.913690E-03   0.385355E+03   0.370097E+03   0.146962E-01
   0.188893E+01   0.406633E+03   0.289353E+03   0.670098E-03   0.668981E-03   0.000000E+00   0.387359E+03   0.387359E+03   0.387359E+03   0.905972E-03   0.382100E+03   0.366971E+03   0.144993E-01
   0.189840E+01   0.403197E+03   0.286908E+03   0.657825E-03   0.656728E-03   0.000000E+00   0.384086E+03   0.384086E+03   0.384086E+03   0.898317E-03   0.378871E+03   0.363870E+03   0.143049E-01
   0.190792E+01   0.399790E+03   0.284484E+03   0.645777E-03   0.644700E-03   0.000000E+00   0.380840E+03   0.380840E+03   0.380840E+03   0.890726E-03   0.375669E+03   0.360795E+03   0.141132E-01
   0.191748E+01   0.396410E+03   0.282079E+03   0.633947E-03   0.632890E-03   0.000000E+00   0.377621E+03   0.377621E+03   0.377621E+03   0.883196E-03   0.372494E+03   0.357745E+03   0.139240E-01
   0.192709E+01   0.393058E+03   0.279694E+03   0.622332E-03   0.621294E-03   0.000000E+00   0.374428E+03   0.374428E+03   0.374428E+03   0.875728E-03   0.369344E+03   0.354720E+03   0.137373E-01
   0.193675E+01   0.389733E+03   0.277329E+03   0.610928E-03   0.609909E-03   0.000000E+00   0.371261E+03   0.371261E+03   0.371261E+03   0.868320E-03   0.366220E+03   0.351720E+03   0.135530E-01
   0.194646E+01   0.386436E+03   0.274983E+03   0.599732E-03   0.598732E-03   0.000000E+00   0.368120E+03   0.368120E+03   0.368120E+03   0.860975E-03   0.363122E+03   0.348745E+03   0.133713E-01
   0.195622E+01   0.383166E+03   0.272656E+03   0.588740E-03   0.587758E-03   0.000000E+00   0.365005E+03   0.365005E+03   0.365005E+03   0.853689E-03   0.360049E+03   0.345794E+03   0.131919E-01
   0.196602E+01   0.379923E+03   0.270348E+03   0.577948E-03   0.576985E-03   0.000000E+00   0.361915E+03   0.361915E+03   0.361915E+03   0.846463E-03   0.357001E+03   0.342867E+03   0.130149E-01
   0.197588E+01   0.376706E+03   0.268060E+03   0.567354E-03   0.566408E-03   0.000000E+00   0.358851E+03   0.358851E+03   0.358851E+03   0.839297E-03   0.353979E+03   0.339964E+03   0.128402E-01
   0.198578E+01   0.373517E+03   0.265791E+03   0.556954E-03   0.556025E-03   0.000000E+00   0.355813E+03   0.355813E+03   0.355813E+03   0.832191E-03   0.350982E+03   0.337086E+03   0.126679E-01
   0.199573E+01   0.370353E+03   0.263539E+03   0.546741E-03   0.545830E-03   0.000000E+00   0.352799E+03   0.352799E+03   0.352799E+03   0.825142E-03   0.348009E+03   0.334231E+03   0.124979E-01
   0.200574E+01   0.367215E+03   0.261307E+03   0.536715E-03   0.535820E-03   0.000000E+00   0.349811E+03   0.349811E+03   0.349811E+03   0.818152E-03   0.345061E+03   0.331399E+03   0.123301E-01
   0.201579E+01   0.364104E+03   0.259093E+03   0.526872E-03   0.525994E-03   0.000000E+00   0.346846E+03   0.346846E+03   0.346846E+03   0.811219E-03   0.342137E+03   0.328591E+03   0.121646E-01
   0.202590E+01   0.361017E+03   0.256897E+03   0.517208E-03   0.516346E-03   0.000000E+00   0.343906E+03   0.343906E+03   0.343906E+03   0.804343E-03   0.339237E+03   0.325806E+03   0.120012E-01
   0.203605E+01   0.357957E+03   0.254719E+03   0.507721E-03   0.506874E-03   0.000000E+00   0.340991E+03   0.340991E+03   0.340991E+03   0.797524E-03   0.336361E+03   0.323044E+03   0.118401E-01
   0.204626E+01   0.354922E+03   0.252560E+03   0.498407E-03   0.497576E-03   0.000000E+00   0.338099E+03   0.338099E+03   0.338100E+03   0.790762E-03   0.333509E+03   0.320305E+03   0.116810E-01
   0.205651E+01   0.351911E+03   0.250418E+03   0.489263E-03   0.488447E-03   0.000000E+00   0.335232E+03   0.335232E+03   0.335232E+03   0.784055E-03   0.330680E+03   0.317588E+03   0.115241E-01
   0.206682E+01   0.348927E+03   0.248294E+03   0.480287E-03   0.479486E-03   0.000000E+00   0.332389E+03   0.332389E+03   0.332389E+03   0.777405E-03   0.327875E+03   0.314895E+03   0.113693E-01
   0.207718E+01   0.345966E+03   0.246188E+03   0.471473E-03   0.470687E-03   0.000000E+00   0.329568E+03   0.329568E+03   0.329568E+03   0.770809E-03   0.325093E+03   0.312223E+03   0.112165E-01
   0.208759E+01   0.343030E+03   0.244098E+03   0.462820E-03   0.462049E-03   0.000000E+00   0.326771E+03   0.326771E+03   0.326771E+03   0.764267E-03   0.322334E+03   0.309573E+03   0.110658E-01
   0.209806E+01   0.340118E+03   0.242026E+03   0.454326E-03   0.453568E-03   0.000000E+00   0.323998E+03   0.323998E+03   0.323998E+03   0.757780E-03   0.319598E+03   0.306945E+03   0.109171E-01
   0.210857E+01   0.337230E+03   0.239972E+03   0.445986E-03   0.445243E-03   0.000000E+00   0.321247E+03   0.321247E+03   0.321247E+03   0.751346E-03   0.316885E+03   0.304340E+03   0.107703E-01
   0.211914E+01   0.334366E+03   0.237934E+03   0.437799E-03   0.437069E-03   0.000000E+00   0.318519E+03   0.318519E+03   0.318519E+03   0.744965E-03   0.314193E+03   0.301755E+03   0.106255E-01
   0.212977E+01   0.331526E+03   0.235913E+03   0.429761E-03   0.429044E-03   0.000000E+00   0.315813E+03   0.315813E+03   0.315813E+03   0.738638E-03   0.311525E+03   0.299192E+03   0.104827E-01
   0.214044E+01   0.328710E+03   0.233909E+03   0.421870E-03   0.421167E-03   0.000000E+00   0.313130E+03   0.313130E+03   0.313130E+03   0.732363E-03   0.308878E+03   0.296650E+03   0.103417E-01
   0.215117E+01   0.325917E+03   0.231922E+03   0.414123E-03   0.413433E-03   0.000000E+00   0.310469E+03   0.310469E+03   0.310469E+03   0.726139E-03   0.306253E+03   0.294130E+03   0.102026E-01
   0.216195E+01   0.323147E+03   0.229951E+03   0.406519E-03   0.405842E-03   0.000000E+00   0.307831E+03   0.307831E+03   0.307831E+03   0.719969E-03   0.303651E+03   0.291630E+03   0.100654E-01
   0.217279E+01   0.320400E+03   0.227996E+03   0.399053E-03   0.398388E-03   0.000000E+00   0.305214E+03   0.305214E+03   0.305214E+03   0.713848E-03   0.301069E+03   0.289151E+03   0.992999E-02
   0.218368E+01   0.317676E+03   0.226058E+03   0.391723E-03   0.391070E-03   0.000000E+00   0.302619E+03   0.302619E+03   0.302619E+03   0.707779E-03   0.298510E+03   0.286692E+03   0.979639E-02
   0.219463E+01   0.314974E+03   0.224136E+03   0.384527E-03   0.383886E-03   0.000000E+00   0.300045E+03   0.300045E+03   0.300045E+03   0.701759E-03   0.295971E+03   0.284254E+03   0.966456E-02
   0.220563E+01   0.312290E+03   0.222226E+03   0.377457E-03   0.376828E-03   0.000000E+00   0.297489E+03   0.297489E+03   0.297489E+03   0.695780E-03   0.293449E+03   0.281832E+03   0.953437E-02
   0.221668E+01   0.309632E+03   0.220335E+03   0.370521E-03   0.369903E-03   0.000000E+00   0.294957E+03   0.294957E+03   0.294957E+03   0.689857E-03   0.290951E+03   0.279433E+03   0.940601E-02
   0.222779E+01   0.306997E+03   0.218460E+03   0.363712E-03   0.363106E-03   0.000000E+00   0.292447E+03   0.292447E+03   0.292447E+03   0.683987E-03   0.288475E+03   0.277056E+03   0.927940E-02
   0.223896E+01   0.304384E+03   0.216601E+03   0.357028E-03   0.356433E-03   0.000000E+00   0.289957E+03   0.289957E+03   0.289957E+03   0.678165E-03   0.286019E+03   0.274697E+03   0.915447E-02
   0.225018E+01   0.301792E+03   0.214757E+03   0.350467E-03   0.349883E-03   0.000000E+00   0.287489E+03   0.287489E+03   0.287489E+03   0.672391E-03   0.283585E+03   0.272359E+03   0.903122E-02
   0.226146E+01   0.299222E+03   0.212928E+03   0.344025E-03   0.343451E-03   0.000000E+00   0.285041E+03   0.285041E+03   0.285041E+03   0.666666E-03   0.281170E+03   0.270039E+03   0.890960E-02
   0.227280E+01   0.296673E+03   0.211115E+03   0.337701E-03   0.337138E-03   0.000000E+00   0.282613E+03   0.282613E+03   0.282613E+03   0.660987E-03   0.278775E+03   0.267739E+03   0.878959E-02
   0.228419E+01   0.294146E+03   0.209316E+03   0.331492E-03   0.330939E-03   0.000000E+00   0.280205E+03   0.280205E+03   0.280205E+03   0.655355E-03   0.276399E+03   0.265458E+03   0.867119E-02
   0.229564E+01   0.291639E+03   0.207533E+03   0.325397E-03   0.324854E-03   0.000000E+00   0.277817E+03   0.277817E+03   0.277817E+03   0.649770E-03   0.274044E+03   0.263196E+03   0.855437E-02
   0.230715E+01   0.289153E+03   0.205764E+03   0.319413E-03   0.318880E-03   0.000000E+00   0.275449E+03   0.275449E+03   0.275449E+03   0.644232E-03   0.271708E+03   0.260953E+03   0.843911E-02
   0.231871E+01   0.286688E+03   0.204010E+03   0.313539E-03   0.313016E-03   0.000000E+00   0.273101E+03   0.273101E+03   0.273101E+03   0.638740E-03   0.269392E+03   0.258728E+03   0.832538E-02
   0.233033E+01   0.284243E+03   0.202270E+03   0.307772E-03   0.307259E-03   0.000000E+00   0.270772E+03   0.270772E+03   0.270772E+03   0.633293E-03   0.267094E+03   0.256522E+03   0.821317E-02
   0.234201E+01   0.281819E+03   0.200545E+03   0.302112E-03   0.301608E-03   0.000000E+00   0.268463E+03   0.268463E+03   0.268463E+03   0.627892E-03   0.264817E+03   0.254334E+03   0.810248E-02
   0.235375E+01   0.279415E+03   0.198835E+03   0.296554E-03   0.296059E-03   0.000000E+00   0.266172E+03   0.266172E+03   0.266173E+03   0.622536E-03   0.262557E+03   0.252164E+03   0.799325E-02
   0.236555E+01   0.277031E+03   0.197138E+03   0.291098E-03   0.290612E-03   0.000000E+00   0.263901E+03   0.263901E+03   0.263901E+03   0.617224E-03   0.260317E+03   0.250013E+03   0.788547E-02
   0.237741E+01   0.274666E+03   0.195456E+03   0.285742E-03   0.285265E-03   0.000000E+00   0.261649E+03   0.261649E+03   0.261649E+03   0.611956E-03   0.258095E+03   0.247879E+03   0.777914E-02
   0.238933E+01   0.272322E+03   0.193787E+03   0.280483E-03   0.280016E-03   0.000000E+00   0.259415E+03   0.259415E+03   0.259415E+03   0.606732E-03   0.255892E+03   0.245763E+03   0.767422E-02
   0.240130E+01   0.269996E+03   0.192133E+03   0.275322E-03   0.274862E-03   0.000000E+00   0.257200E+03   0.257200E+03   0.257200E+03   0.601551E-03   0.253707E+03   0.243665E+03   0.757071E-02
   0.241334E+01   0.267691E+03   0.190492E+03   0.270254E-03   0.269804E-03   0.000000E+00   0.255004E+03   0.255004E+03   0.255004E+03   0.596414E-03   0.251540E+03   0.241584E+03   0.746858E-02
   0.242544E+01   0.265404E+03   0.188865E+03   0.265280E-03   0.264837E-03   0.000000E+00   0.252826E+03   0.252826E+03   0.252826E+03   0.591320E-03   0.249392E+03   0.239520E+03   0.736782E-02
   0.243760E+01   0.263137E+03   0.187252E+03   0.260396E-03   0.259962E-03   0.000000E+00   0.250666E+03   0.250666E+03   0.250666E+03   0.586268E-03   0.247261E+03   0.237474E+03   0.726840E-02
   0.244981E+01   0.260888E+03   0.185652E+03   0.255603E-03   0.255177E-03   0.000000E+00   0.248524E+03   0.248524E+03   0.248524E+03   0.581259E-03   0.245149E+03   0.235445E+03   0.717033E-02
   0.246209E+01   0.258659E+03   0.184065E+03   0.250897E-03   0.250479E-03   0.000000E+00   0.246400E+03   0.246400E+03   0.246400E+03   0.576291E-03   0.243053E+03   0.233433E+03   0.707356E-02
   0.247443E+01   0.256448E+03   0.182492E+03   0.246277E-03   0.245866E-03   0.000000E+00   0.244294E+03   0.244294E+03   0.244294E+03   0.571365E-03   0.240976E+03   0.231437E+03   0.697808E-02
   0.248684E+01   0.254255E+03   0.180932E+03   0.241742E-03   0.241339E-03   0.000000E+00   0.242205E+03   0.242205E+03   0.242205E+03   0.566480E-03   0.238915E+03   0.229459E+03   0.688388E-02
   0.249930E+01   0.252081E+03   0.179385E+03   0.237290E-03   0.236894E-03   0.000000E+00   0.240134E+03   0.240134E+03   0.240134E+03   0.561635E-03   0.236872E+03   0.227496E+03   0.679094E-02
   0.251183E+01   0.249925E+03   0.177851E+03   0.232919E-03   0.232531E-03   0.000000E+00   0.238080E+03   0.238080E+03   0.238080E+03   0.556832E-03   0.234846E+03   0.225551E+03   0.669924E-02
   0.252442E+01   0.247786E+03   0.176329E+03   0.228629E-03   0.228248E-03   0.000000E+00   0.236043E+03   0.236043E+03   0.236043E+03   0.552068E-03   0.232837E+03   0.223621E+03   0.660877E-02
   0.253708E+01   0.245666E+03   0.174820E+03   0.224417E-03   0.224043E-03   0.000000E+00   0.234023E+03   0.234023E+03   0.234023E+03   0.547344E-03   0.230844E+03   0.221707E+03   0.651952E-02
   0.254979E+01   0.243564E+03   0.173325E+03   0.220283E-03   0.219916E-03   0.000000E+00   0.232021E+03   0.232021E+03   0.232021E+03   0.542660E-03   0.228869E+03   0.219810E+03   0.643147E-02
   0.256257E+01   0.241479E+03   0.171841E+03   0.216225E-03   0.215864E-03   0.000000E+00   0.230035E+03   0.230035E+03   0.230035E+03   0.538015E-03   0.226910E+03   0.217929E+03   0.634459E-02
   0.257542E+01   0.239411E+03   0.170370E+03   0.212240E-03   0.211886E-03   0.000000E+00   0.228065E+03   0.228065E+03   0.228065E+03   0.533409E-03   0.224967E+03   0.216063E+03   0.625887E-02
   0.258833E+01   0.237361E+03   0.168911E+03   0.208329E-03   0.207982E-03   0.000000E+00   0.226112E+03   0.226112E+03   0.226112E+03   0.528841E-03   0.223041E+03   0.214213E+03   0.617429E-02
