# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       1.513699845519e-10       4.794343433165e-15       3.799711724092e-13       2.253318976336e-19       8.309241322341e-09       5.059303737591e-10      -2.012733891496e-12 
    3       1.417670571336e-10       6.054851235695e-15       4.281509017845e-13       4.507637232458e-19       5.129994939286e-09       3.573198203550e-10      -1.512274540489e-12 
    4       1.331078172737e-10       5.149166751082e-15       3.998317833080e-13       7.514928363379e-19       3.573545284683e-09       2.695899583128e-10      -9.768284632961e-13 
    5       1.266709012786e-10       3.373459471339e-15       3.391880105688e-13       1.127646698047e-18       2.668842912023e-09       2.123212619159e-10      -5.310482292013e-13 
    6       1.222208656585e-10       1.856630545504e-15       2.715972995175e-13       1.579379809461e-18       2.084764712254e-09       1.723415579902e-10      -2.072663122216e-13 
    7       1.192708165716e-10       9.992375163081e-16       2.117300985549e-13       2.106870717574e-18       1.680701042392e-09       1.430974662348e-10      -5.088716883872e-15 
    8       1.174619546117e-10       6.511449292406e-16       1.659127586715e-13       2.710318634730e-18       1.387253683091e-09       1.209819190499e-10       9.391315505739e-14 
    9       1.164957061219e-10       5.242444459715e-16       1.354222301942e-13       3.389939774432e-18       1.166753818917e-09       1.038441023522e-10       1.170832903895e-13 
   10       1.161246078944e-10       4.430331770719e-16       1.186569457543e-13       4.145963513441e-18       9.966733819355e-10       9.028387017730e-11       9.396247565282e-14 
   11       1.162523118786e-10       3.698720589820e-16       1.125850591590e-13       4.978628493282e-18       8.432786878220e-10       7.968896960874e-11       5.145430020945e-14 
   12       1.167329512522e-10       3.230930512631e-16       1.137804669232e-13       5.888178773387e-18       7.367458259205e-10       7.043903605848e-11       8.506327855860e-15 
   13       1.174967840952e-10       3.112535402837e-16       1.192692693148e-13       6.874860143336e-18       6.492920399722e-10       6.289617916529e-11      -2.257419624912e-14 
   14       1.184709001433e-10       3.231276505048e-16       1.268677894312e-13       7.938916693123e-18       5.765301259380e-10       5.630959099099e-11      -3.808065683005e-14 
   15       1.196529133881e-10       3.466979607142e-16       1.351575696705e-13       9.080587728489e-18       5.152838759027e-10       5.077280919894e-11      -3.911871710898e-14 
   16       1.209832272622e-10       3.813689958759e-16       1.435345945372e-13       1.030010510355e-17       4.632111497398e-10       4.602291795708e-11      -3.059115009028e-14 
   17       1.224515391390e-10       4.337701155658e-16       1.519005180060e-13       1.159769102586e-17       4.185425967863e-10       4.189477058516e-11      -1.835777192018e-14 
   18       1.240098253632e-10       5.088383598897e-16       1.604958722353e-13       1.297355616183e-17       3.797748361793e-10       3.827226944941e-11      -7.624815362137e-15 
   19       1.256696050932e-10       6.063273946147e-16       1.695613916822e-13       1.442789951816e-17       3.462894620807e-10       3.511573988131e-11      -8.584359550438e-16 
