# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_dmeff          12:T_dmeff               13:Vrel_dmeff            14:dkappa_dmeff          15:dkappaT_dmeff         16:cdmeff2               17:(.)rho_lambda         18:(.)rho_fld            19:(.)w_fld              20:(.)rho_ur             21:(.)rho_crit           22:(.)rho_tot            23:(.)p_tot              24:(.)p_tot_prime        25:gr.fac. D             26:gr.fac. f          
       3.056783800907e+12       8.090301155259e-23       1.516473275842e-07       2.015724577423e+19       1.415848720624e+04       4.631824861817e-09       4.327943433740e+16       8.755337760216e-08       2.402359317124e+38       7.318914970948e+28       3.721746123525e+29       8.331264247819e+12       0.000000000000e+00       4.267474066037e+28       2.201082666954e+28      -2.981158103489e+11       3.892717486109e-08      -4.653754712670e-12      -1.000000000000e+00       1.660786250450e+38       4.063145572028e+38       4.063145572028e+38       1.354381855858e+38      -3.572461740027e+45       4.001190543301e-05       2.867131239628e-01 
       3.035535055518e+12       8.203961796168e-23       1.527077984065e-07       1.987798003283e+19       1.415848720624e+04       4.664247635850e-09       4.297858424766e+16       8.816625124518e-08       2.336254131770e+38       7.167344674713e+28       3.644671015439e+29       8.273350792296e+12       0.000000000000e+00       4.135597584981e+28       2.133063264342e+28      -2.846423611407e+11       3.892717486109e-08      -4.653754712670e-12      -1.000000000000e+00       1.615086765723e+38       3.951340901855e+38       3.951340901855e+38       1.317113632498e+38      -3.450009044060e+45       4.009192924412e-05       2.861408422869e-01 
       3.014434017396e+12       8.319219255421e-23       1.537773641758e-07       1.960258333957e+19       1.415848720624e+04       4.696897369300e-09       4.267982546938e+16       8.878341500369e-08       2.271967948053e+38       7.018913307511e+28       3.569192086160e+29       8.215839912928e+12       0.000000000000e+00       4.007796443573e+28       2.067145845087e+28      -2.717169365206e+11       3.892717486109e-08      -4.653754712670e-12      -1.000000000000e+00       1.570644783522e+38       3.842612735846e+38       3.842612735846e+38       1.280870910525e+38      -3.331753639441e+45       4.017195305522e-05       2.855708406178e-01 
       2.993479659778e+12       8.436095966719e-23       1.548542059027e-07       1.933100209126e+19       1.415848720624e+04       4.729775650885e-09       4.238314346512e+16       8.940489890850e-08       2.209450712910e+38       6.873555864025e+28       3.495276279791e+29       8.158728811271e+12       0.000000000000e+00       3.883944702803e+28       2.003265452222e+28      -2.593185177335e+11       3.892717486109e-08      -4.653754712670e-12      -1.000000000000e+00       1.527425701431e+38       3.736876418523e+38       3.736876418523e+38       1.245625471447e+38      -3.217551656289e+45       4.025197686633e-05       2.850031053570e-01 
       2.972670963036e+12       8.554614678934e-23       1.559383235872e-07       1.906318342737e+19       1.415848720624e+04       4.762884080441e-09       4.208852379852e+16       9.003073320065e-08       2.148653750579e+38       6.731208685155e+28       3.422891225004e+29       8.102014708335e+12       0.000000000000e+00       3.763920315521e+28       1.941359136127e+28      -2.474271959888e+11       3.892717486109e-08      -4.653754712670e-12      -1.000000000000e+00       1.485395869178e+38       3.634049623854e+38       3.634049623854e+38       1.211349873253e+38      -3.107264156129e+45       4.033200067745e-05       2.844376230140e-01 
       2.952006914634e+12       8.674798460535e-23       1.570297172293e-07       1.879907521968e+19       1.415848720624e+04       4.796224269004e-09       4.179595213358e+16       9.066094833284e-08       2.089529724697e+38       6.591809430145e+28       3.352005220861e+29       8.045694844446e+12       0.000000000000e+00       3.647605006159e+28       1.881365892495e+28      -2.360229441453e+11       3.892717486109e-08      -4.653754712670e-12      -1.000000000000e+00       1.444522562443e+38       3.534052291151e+38       3.534052291151e+38       1.178017429047e+38      -3.000756962859e+45       4.041202448856e-05       2.838743802051e-01 
       2.931486509070e+12       8.796670704084e-23       1.581283868290e-07       1.853862606221e+19       1.415848720624e+04       4.829797838887e-09       4.150541423394e+16       9.129557497095e-08       2.032032601444e+38       6.455297049277e+28       3.282587222930e+29       7.989766479115e+12       0.000000000000e+00       3.534884154186e+28       1.823226602217e+28      -2.250873098608e+11       3.892717486109e-08      -4.653754712670e-12      -1.000000000000e+00       1.404773957371e+38       3.436806562743e+38       3.436806562743e+38       1.145602186272e+38      -2.897900499506e+45       4.049204829968e-05       2.833133636524e-01 
       2.911108747835e+12       8.920255130782e-23       1.592361513758e-07       1.828178526114e+19       1.415848720624e+04       4.863606423758e-09       4.121689596220e+16       9.193464399553e-08       1.976117613704e+38       6.321611757135e+28       3.214606829692e+29       7.934226890900e+12       0.000000000000e+00       3.425646681156e+28       1.766883973123e+28      -2.146023427264e+11       3.892717486109e-08      -4.653754712670e-12      -1.000000000000e+00       1.366119105796e+38       3.342236723346e+38       3.342236723346e+38       1.114078906500e+38      -2.798569630590e+45       4.057207211081e-05       2.827545601829e-01 
       2.890872639360e+12       9.045575795091e-23       1.603493728908e-07       1.802850282503e+19       1.415848720623e+04       4.897651668724e-09       4.093038327924e+16       9.257818650327e-08       1.921741226206e+38       6.190695006426e+28       3.148034269225e+29       7.879073377281e+12       0.000000000000e+00       3.319784941246e+28       1.712282483529e+28      -2.045501286291e+11       3.892717486109e-08      -4.653754712670e-12      -1.000000000000e+00       1.328527911148e+38       3.250269141121e+38       3.250269141121e+38       1.083423045785e+38      -2.702643509878e+45       4.065209592193e-05       2.821979567272e-01 
       2.870777198967e+12       9.172657089411e-23       1.614716893528e-07       1.777872945499e+19       1.415848720623e+04       4.931935230405e-09       4.064586224354e+16       9.322623380857e-08       1.868861101632e+38       6.062489462332e+28       3.082840386164e+29       7.824303254521e+12       0.000000000000e+00       3.217194615180e+28       1.659368327519e+28      -1.949144948709e+11       3.892717486109e-08      -4.653754712670e-12      -1.000000000000e+00       1.291971105016e+38       3.160832210337e+38       3.160832210337e+38       1.053610735549e+38      -2.610005433363e+45       4.073211973306e-05       2.816435403185e-01 
       2.850821448825e+12       9.301523748836e-23       1.626031007618e-07       1.753241653516e+19       1.415848720623e+04       4.966458777018e-09       4.036331901046e+16       9.387881744500e-08       1.817436067648e+38       5.936938977406e+28       3.018996628936e+29       7.769913857540e+12       0.000000000000e+00       3.117774607429e+28       1.608089361924e+28      -1.856789506606e+11       3.892717486109e-08      -4.653754712670e-12      -1.000000000000e+00       1.256420224362e+38       3.073856295623e+38       3.073856295623e+38       1.024618764003e+38      -2.520542697284e+45       4.081214354419e-05       2.810912980918e-01 
       2.831004417900e+12       9.432200855957e-23       1.637417881284e-07       1.728951612321e+19       1.415848720623e+04       5.001223988456e-09       4.008273983163e+16       9.453596916688e-08       1.767426084851e+38       5.813988566982e+28       2.956475037252e+29       7.715902539782e+12       0.000000000000e+00       3.021426946590e+28       1.558395054942e+28      -1.768279200096e+11       3.892717486109e-08      -4.653754712670e-12      -1.000000000000e+00       1.221847589360e+38       2.989273677749e+38       2.989273677749e+38       9.964245580704e+37      -2.434146461008e+45       4.089216735533e-05       2.805412172830e-01 
       2.811325141906e+12       9.564713845757e-23       1.648877514526e-07       1.704998094105e+19       1.415848720623e+04       5.036232556375e-09       3.980411105425e+16       9.519772095081e-08       1.718792215593e+38       5.693584385091e+28       2.895248229865e+29       7.662266673092e+12       0.000000000000e+00       2.928056688841e+28       1.510236436340e+28      -1.683468238566e+11       3.892717486109e-08      -4.653754712670e-12      -1.000000000000e+00       1.188226281843e+38       2.907018500900e+38       2.907018500900e+38       9.690061658118e+37      -2.350711614614e+45       4.097219116647e-05       2.799932852274e-01 
       2.791782663263e+12       9.699088510549e-23       1.660409907345e-07       1.681376436554e+19       1.415848720623e+04       5.071486184270e-09       3.952741912040e+16       9.586410499723e-08       1.671496593665e+38       5.575673700882e+28       2.835289392576e+29       7.609003647580e+12       0.000000000000e+00       2.837571824380e+28       1.463566049197e+28      -1.602210545982e+11       3.892717486109e-08      -4.653754712670e-12      -1.000000000000e+00       1.155530124343e+38       2.827026721400e+38       2.827026721400e+38       9.423422393359e+37      -2.270136651019e+45       4.105221497761e-05       2.794474893593e-01 
       2.772376031046e+12       9.835351005006e-23       1.672033249633e-07       1.658082041954e+19       1.415848720623e+04       5.106986587559e-09       3.925265056643e+16       9.653515373196e-08       1.625502394814e+38       5.460204875528e+28       2.776572266492e+29       7.556110871500e+12       0.000000000000e+00       2.749883186757e+28       1.418337903138e+28      -1.524365566190e+11       3.892717486109e-08      -4.653754712670e-12      -1.000000000000e+00       1.123733659714e+38       2.749236057850e+38       2.749236057850e+38       9.164120181760e+37      -2.192323542481e+45       4.113223878875e-05       2.789038172106e-01 
       2.753104300939e+12       9.973527851248e-23       1.683747541392e-07       1.635110376285e+19       1.415848720623e+04       5.142735493672e-09       3.897979202227e+16       9.721089980784e-08       1.580773808071e+38       5.347127339613e+28       2.719071136526e+29       7.503585771123e+12       0.000000000000e+00       2.664904365006e+28       1.374507429017e+28      -1.449801957741e+11       3.892717486109e-08      -4.653754712670e-12      -1.000000000000e+00       1.092812131309e+38       2.673585942634e+38       2.673585942634e+38       8.911953131266e+37      -2.117177621337e+45       4.121226259990e-05       2.783622564101e-01 
       2.733966535193e+12       1.011364594400e-22       1.695534592727e-07       1.612456968343e+19       1.415848720623e+04       5.178734642127e-09       3.870883021079e+16       9.789137610625e-08       1.537276007871e+38       5.236391570979e+28       2.662760820136e+29       7.451425790609e+12       0.000000000000e+00       2.582551618494e+28       1.332031434993e+28      -1.378393129594e+11       3.892717486109e-08      -4.653754712670e-12      -1.000000000000e+00       1.062741463702e+38       2.600017474759e+38       2.600017474759e+38       8.666724905241e+37      -2.044607464835e+45       4.129228641105e-05       2.778227946826e-01 
       2.714961802575e+12       1.025573255584e-22       1.707394403638e-07       1.590117408873e+19       1.415848720622e+04       5.214985784622e-09       3.843975194716e+16       9.857661573874e-08       1.494975126934e+38       5.127949073044e+28       2.607616656293e+29       7.399628391886e+12       0.000000000000e+00       2.502743794399e+28       1.290868063972e+28      -1.310010894656e+11       3.892717486109e-08      -4.653754712670e-12      -1.000000000000e+00       1.033498243946e+38       2.528473374001e+38       2.528473374001e+38       8.428244569600e+37      -1.974524783906e+45       4.137231022221e-05       2.772854198477e-01 
       2.696089178327e+12       1.039981534249e-22       1.719345164020e-07       1.568087349704e+19       1.415848720622e+04       5.251490685114e-09       3.817254413819e+16       9.926665204865e-08       1.453838229900e+38       5.021752353562e+28       2.553614494684e+29       7.348191054525e+12       0.000000000000e+00       2.425402247741e+28       1.250976752356e+28      -1.244540537176e+11       3.892717486109e-08      -4.653754712670e-12      -1.000000000000e+00       1.005059703345e+38       2.458897936301e+38       2.458897936301e+38       8.196326444150e+37      -1.906844315749e+45       4.145233403337e-05       2.767501198193e-01 
       2.677347744118e+12       1.054592234820e-22       1.731386873871e-07       1.546362502907e+19       1.415848720622e+04       5.288251119909e-09       3.790719378171e+16       9.996151861273e-08       1.413833287685e+38       4.917754903821e+28       2.500730685134e+29       7.297111275616e+12       0.000000000000e+00       2.350450763882e+28       1.212318190070e+28      -1.181863118765e+11       3.892717486109e-08      -4.653754712670e-12      -1.000000000000e+00       9.774036997201e+37       2.391236990397e+38       2.391236990397e+38       7.970789958016e+37      -1.841483720103e+45       4.153235784453e-05       2.762168826041e-01 
       2.658736588002e+12       1.069408201124e-22       1.743501343299e-07       1.524938639961e+19       1.415848720622e+04       5.325268877748e-09       3.764368796595e+16       1.006612492428e-07       1.374929152539e+38       4.815911178276e+28       2.448942067251e+29       7.246386569648e+12       0.000000000000e+00       2.277815483424e+28       1.174854281830e+28      -1.121873577039e+11       3.892717486109e-08      -4.653754712670e-12      -1.000000000000e+00       9.505087001771e+37       2.325437855646e+38       2.325437855646e+38       7.751459509052e+37      -1.778363479073e+45       4.161238165569e-05       2.756856963014e-01 
       2.640254804371e+12       1.084432316939e-22       1.755706762196e-07       1.503811590927e+19       1.415848720622e+04       5.362545759892e-09       3.738201386886e+16       1.013658779872e-07       1.337095533800e+38       4.716176574604e+28       2.398225960277e+29       7.196014468389e+12       0.000000000000e+00       2.207424829421e+28       1.138548109597e+28      -1.064462618051e+11       3.892717486109e-08      -4.653754712670e-12      -1.000000000000e+00       9.243537643362e+37       2.261449301006e+38       2.261449301006e+38       7.538164327120e+37      -1.717406800383e+45       4.169240546686e-05       2.751565491017e-01 
       2.621901493914e+12       1.099667506556e-22       1.768003130564e-07       1.482977243638e+19       1.415848720622e+04       5.400083580211e-09       3.712215875756e+16       1.020754391328e-07       1.300302974307e+38       4.618507414169e+28       2.348560153162e+29       7.145992520764e+12       0.000000000000e+00       2.139209436850e+28       1.103363896200e+28      -1.009526301327e+11       3.892717486109e-08      -4.653754712670e-12      -1.000000000000e+00       8.989185280296e+37       2.199221505147e+38       2.199221505147e+38       7.330738341121e+37      -1.658539523956e+45       4.177242927803e-05       2.746294292860e-01 
       2.603675763569e+12       1.115116735352e-22       1.780372258509e-07       1.462431542898e+19       1.415848720622e+04       5.437884165272e-09       3.686410998764e+16       1.027899672065e-07       1.264522827465e+38       4.522860922891e+28       2.299922894832e+29       7.096318292734e+12       0.000000000000e+00       2.073102084255e+28       1.069266970079e+28      -9.569710889254e+10       3.892717486109e-08      -4.653754712670e-12      -1.000000000000e+00       8.741831874457e+37       2.138706017663e+38       2.138706017663e+38       7.129020049702e+37      -1.601690031687e+45       4.185245308921e-05       2.741043252249e-01 
       2.585576726483e+12       1.130783010364e-22       1.792832335923e-07       1.442170489695e+19       1.415848720622e+04       5.475949354428e-09       3.660785500262e+16       1.035094969766e-07       1.229727234941e+38       4.429195212517e+28       2.252292884663e+29       7.046989367183e+12       0.000000000000e+00       2.009037627504e+28       1.036223731118e+28      -9.066993762646e+10       3.892717486109e-08      -4.653754712670e-12      -1.000000000000e+00       8.501284837101e+37       2.079855721346e+38       2.079855721346e+38       6.932852395504e+37      -1.546789160313e+45       4.193247690039e-05       2.735812253779e-01 
       2.567603501969e+12       1.146669380873e-22       1.805383362807e-07       1.422190140419e+19       1.415848720621e+04       5.514280999909e-09       3.635338133328e+16       1.042340634552e-07       1.195889104974e+38       4.337469262276e+28       2.205649263157e+29       6.998003343796e+12       0.000000000000e+00       1.946952935594e+28       1.004201617537e+28      -8.586214557989e+10       3.892717486109e-08      -4.653754712670e-12      -1.000000000000e+00       8.267356878905e+37       2.022624795504e+38       2.022624795504e+38       6.742082642881e+37      -1.493770117268e+45       4.201250071157e-05       2.730601182923e-01 
       2.549755215461e+12       1.162778939002e-22       1.818025339162e-07       1.402486606096e+19       1.415848720621e+04       5.552880966908e-09       3.610067659710e+16       1.049637018991e-07       1.162982091279e+38       4.247642900909e+28       2.159971602802e+29       6.949357838942e+12       0.000000000000e+00       1.886786828442e+28       9.731690738020e+27      -8.126479345137e+10       3.892717486109e-08      -4.653754712670e-12      -1.000000000000e+00       8.039865864145e+37       1.966968680279e+38       1.966968680279e+38       6.556562258979e+37      -1.442568399427e+45       4.209252452276e-05       2.725409926026e-01 
       2.532030998472e+12       1.179114820312e-22       1.830758264987e-07       1.383056051633e+19       1.415848720621e+04       5.591751133676e-09       3.584972849761e+16       1.056984478121e-07       1.130980572539e+38       4.159676789081e+28       2.115239899128e+29       6.901050485562e+12       0.000000000000e+00       1.828480016593e+28       9.430955195309e+27      -7.686967586948e+10       3.892717486109e-08      -4.653754712670e-12      -1.000000000000e+00       7.818634668884e+37       1.912844041959e+38       1.912844041959e+38       6.376146798091e+37      -1.393121714627e+45       4.217254833395e-05       2.720238370295e-01 
       2.514429988552e+12       1.195680204419e-22       1.843563950388e-07       1.363894695068e+19       1.415848720621e+04       5.630893391611e-09       3.560052482384e+16       1.064383369465e-07       1.099859632450e+38       4.073532402151e+28       2.071434561945e+29       6.853078933050e+12       0.000000000000e+00       1.771975042799e+28       9.139513193575e+27      -7.266850560144e+10       3.892717486109e-08      -4.653754712670e-12      -1.000000000000e+00       7.603491043065e+37       1.860208739235e+38       1.860208739235e+38       6.200695789189e+37      -1.345369905881e+45       4.225257214514e-05       2.715086403790e-01 
       2.496951329247e+12       1.212478315607e-22       1.856478775153e-07       1.344998806837e+19       1.415848720621e+04       5.670309645352e-09       3.535305344969e+16       1.071834053048e-07       1.069595040327e+38       3.989172013299e+28       2.028536406763e+29       6.805440847139e+12       0.000000000000e+00       1.717216225393e+28       8.857077537287e+27      -6.865377926609e+10       3.892717486109e-08      -4.653754712670e-12      -1.000000000000e+00       7.394267476399e+37       1.809021790394e+38       1.809021790394e+38       6.030072626555e+37      -1.299254878196e+45       4.233259595634e-05       2.709953915421e-01 
       2.479594170057e+12       1.229512423459e-22       1.869466359494e-07       1.326364709046e+19       1.415848720621e+04       5.710001812869e-09       3.510730233335e+16       1.079336891416e-07       1.040163232232e+38       3.906558677007e+28       1.986526646393e+29       6.758133909789e+12       0.000000000000e+00       1.664149603426e+28       8.583369906032e+27      -6.481762943114e+10       3.892717486109e-08      -4.653754712670e-12      -1.000000000000e+00       7.190801067938e+37       1.759243341403e+38       1.759243341403e+38       5.864144463421e+37      -1.254720527892e+45       4.241261976754e-05       2.704840794934e-01 
       2.462357666392e+12       1.246785843493e-22       1.882544893306e-07       1.307988774756e+19       1.415848720621e+04       5.749971825559e-09       3.486325951673e+16       1.086892249653e-07       1.011541292635e+38       3.825656212873e+28       1.945386882716e+29       6.711155819074e+12       0.000000000000e+00       1.612722883485e+28       8.318120580250e+27      -6.115303380983e+10       3.892717486109e-08      -4.653754712670e-12      -1.000000000000e+00       6.992933399244e+37       1.710834634888e+38       1.710834634888e+38       5.702782108532e+37      -1.211712674344e+45       4.249264357875e-05       2.699746932905e-01 
       2.445240979535e+12       1.264301937804e-22       1.895732566481e-07       1.289867427276e+19       1.415848720621e+04       5.790221628337e-09       3.462091312485e+16       1.094500495398e-07       9.837069365641e+37       3.746429189771e+28       1.905099098628e+29       6.664504289069e+12       0.000000000000e+00       1.562885388165e+28       8.061068175444e+27      -5.765305356006e+10       3.892717486109e-08      -4.653754712670e-12      -1.000000000000e+00       6.800510411045e+37       1.663757979948e+38       1.663757979948e+38       5.545859925562e+37      -1.170178994068e+45       4.257266738996e-05       2.694672220734e-01 
       2.428243276599e+12       1.282064115724e-22       1.908992999233e-07       1.271997139470e+19       1.415848720620e+04       5.830753179735e-09       3.438025136529e+16       1.102161998862e-07       9.566384922592e+37       3.668842910333e+28       1.865645650148e+29       6.618177049739e+12       0.000000000000e+00       1.514588006132e+28       7.811959384604e+27      -5.431092888213e+10       3.892717486109e-08      -4.653754712670e-12      -1.000000000000e+00       6.613382283283e+37       1.617976722820e+38       1.617976722820e+38       5.393255735291e+37      -1.130068957066e+45       4.265269120117e-05       2.689616550636e-01 
       2.411363730485e+12       1.300075834482e-22       1.922362571349e-07       1.254374433066e+19       1.415848720620e+04       5.871568451993e-09       3.414126252759e+16       1.109877132851e-07       9.303148842971e+37       3.592863395751e+28       1.827009258690e+29       6.572171846829e+12       0.000000000000e+00       1.467783143722e+28       7.570548728593e+27      -5.112032459624e+10       3.892717486109e-08      -4.653754712670e-12      -1.000000000000e+00       6.431403318462e+37       1.573455218330e+38       1.573455218330e+38       5.244850720478e+37      -1.091333765344e+45       4.273271501239e-05       2.684579815634e-01 
       2.394601519846e+12       1.318340599876e-22       1.935823092936e-07       1.236995877982e+19       1.415848720620e+04       5.912669431156e-09       3.390393498271e+16       1.117646272778e-07       9.047156171824e+37       3.518457370897e+28       1.789173003499e+29       6.526486441755e+12       0.000000000000e+00       1.422424678046e+28       7.336598314240e+27      -4.807514147667e+10       3.892717486109e-08      -4.653754712670e-12      -1.000000000000e+00       6.254431828217e+37       1.530158802145e+38       1.530158802145e+38       5.100529333347e+37      -1.053926293554e+45       4.281273882361e-05       2.679561909548e-01 
       2.377955829043e+12       1.336861966959e-22       1.949374563992e-07       1.219858091659e+19       1.415848720620e+04       5.954058117174e-09       3.366825718243e+16       1.125469796684e-07       8.798207593897e+37       3.445592249754e+28       1.752120314236e+29       6.481118611492e+12       0.000000000000e+00       1.378467911536e+28       7.109877599918e+27      -4.516927465441e+10       3.892717486109e-08      -4.653754712670e-12      -1.000000000000e+00       6.082330022986e+37       1.488053763785e+38       1.488053763785e+38       4.960179205628e+37      -1.017801031652e+45       4.289276263483e-05       2.674562726993e-01 
       2.361425848106e+12       1.355643540729e-22       1.963016984519e-07       1.202957738398e+19       1.415848720620e+04       5.995736523994e-09       3.343421765881e+16       1.133348085257e-07       8.556109278447e+37       3.374236121137e+28       1.715834963727e+29       6.436066148471e+12       0.000000000000e+00       1.335869527900e+28       6.890163168358e+27      -4.239708899232e+10       3.892717486109e-08      -4.653754712670e-12      -1.000000000000e+00       5.914963904732e+37       1.447107320371e+38       1.447107320371e+38       4.823691061060e+37      -9.829140295374e+44       4.297278644606e-05       2.669582163369e-01 
       2.345010772697e+12       1.374688976828e-22       1.976750354515e-07       1.186291528717e+19       1.415848720620e+04       6.037706679661e-09       3.320180502364e+16       1.141281521851e-07       8.320672728330e+37       3.304357734726e+28       1.680301060850e+29       6.391326860465e+12       0.000000000000e+00       1.294587549436e+28       6.677238506489e+27      -3.975316034943e+10       3.892717486109e-08      -4.653754712670e-12      -1.000000000000e+00       5.752203162615e+37       1.407287591105e+38       1.407287591105e+38       4.690958630315e+37      -9.492228435779e+44       4.305281025729e-05       2.664620114853e-01 
       2.328709804069e+12       1.394001982259e-22       1.990592863876e-07       1.169856218706e+19       1.415848720620e+04       6.079970626418e-09       3.297100796787e+16       1.149270492500e-07       8.091714633236e+37       3.235926487374e+28       1.645503043580e+29       6.346898570489e+12       0.000000000000e+00       1.254581295667e+28       6.470893792080e+27      -3.723212357474e+10       3.892717486109e-08      -4.653754712670e-12      -1.000000000000e+00       5.593921071526e+37       1.368563572445e+38       1.368563572445e+38       4.561878568254e+37      -9.166864849759e+44       4.313283406853e-05       2.659676478391e-01 
       2.312522149026e+12       1.413586316103e-22       2.004526322708e-07       1.153648609399e+19       1.415848720619e+04       6.122530420803e-09       3.274181526103e+16       1.157315385944e-07       7.869056726963e+37       3.168912409709e+28       1.611425672171e+29       6.302779116690e+12       0.000000000000e+00       1.215811343253e+28       6.270925686971e+27      -3.482889428181e+10       3.892717486109e-08      -4.653754712670e-12      -1.000000000000e+00       5.439994393425e+37       1.330905113967e+38       1.330905113967e+38       4.436350373463e+37      -8.852653699000e+44       4.321285787977e-05       2.654751151695e-01 
       2.296447019886e+12       1.433445790253e-22       2.018568920903e-07       1.137665546146e+19       1.415848720619e+04       6.165388133748e-09       3.251421575078e+16       1.165416593642e-07       7.652525648622e+37       3.103286153004e+28       1.578054022485e+29       6.258966352241e+12       0.000000000000e+00       1.178239487140e+28       6.077137136703e+27      -3.253865252716e+10       3.892717486109e-08      -4.653754712670e-12      -1.000000000000e+00       5.290303281383e+37       1.294282894889e+38       1.294282894889e+38       4.314276310001e+37      -8.549212713273e+44       4.329288169102e-05       2.649844033232e-01 
       2.280483634445e+12       1.453584270155e-22       2.032684278674e-07       1.121903918008e+19       1.415848720619e+04       6.208545850683e-09       3.228819836224e+16       1.173574509794e-07       7.441952807654e+37       3.039018976328e+28       1.545373479452e+29       6.215458145242e+12       0.000000000000e+00       1.141828702914e+28       5.889337176333e+27      -3.035676022045e+10       3.892717486109e-08      -4.653754712670e-12      -1.000000000000e+00       5.144731186274e+37       1.258668401242e+38       1.258668401242e+38       4.195561331309e+37      -8.256172725366e+44       4.337290550227e-05       2.644955022218e-01 
       2.264631215934e+12       1.474005675562e-22       2.046926965704e-07       1.106360657142e+19       1.415848720619e+04       6.252005671638e-09       3.206375209755e+16       1.181789531359e-07       7.237174252572e+37       2.976082733956e+28       1.513369730671e+29       6.172252378608e+12       0.000000000000e+00       1.106543110318e+28       5.707340742249e+27      -2.827862356182e+10       3.892717486109e-08      -4.653754712670e-12      -1.000000000000e+00       5.003164766029e+37       1.224033903671e+38       1.224033903671e+38       4.080113006200e+37      -7.973177221951e+44       4.345292931352e-05       2.640084018612e-01 
       2.248888992983e+12       1.494713981293e-22       2.061242412310e-07       1.091032738208e+19       1.415848720619e+04       6.295769711339e-09       3.184086603530e+16       1.190062058075e-07       7.038030543303e+37       2.914449863046e+28       1.482028760145e+29       6.129346949975e+12       0.000000000000e+00       1.072347937889e+28       5.530968489804e+27      -2.630002239492e+10       3.892717486109e-08      -4.653754712670e-12      -1.000000000000e+00       4.865493797386e+37       1.190352435842e+38       1.190352435842e+38       3.967841446896e+37      -7.699881909850e+44       4.353295312478e-05       2.635230923109e-01 
       2.233256199585e+12       1.515713218011e-22       2.075685188174e-07       1.075917177783e+19       1.415848720619e+04       6.339840099317e-09       3.161952932998e+16       1.198392492478e-07       6.844366627052e+37       2.854093371563e+28       1.451336842135e+29       6.086739771591e+12       0.000000000000e+00       1.039209488697e+28       5.360046616588e+27      -2.441658091479e+10       3.892717486109e-08      -4.653754712670e-12      -1.000000000000e+00       4.731611090072e+37       1.157597773449e+38       1.157597773449e+38       3.858659239041e+37      -7.435954297166e+44       4.361297693604e-05       2.630395637132e-01 
       2.217732075060e+12       1.537007473005e-22       2.090200723615e-07       1.061011033775e+19       1.415848720619e+04       6.384218980012e-09       3.139973121150e+16       1.206781239921e-07       6.656031717578e+37       2.794986826464e+28       1.421280535159e+29       6.044428770216e+12       0.000000000000e+00       1.007095107138e+28       5.194406691154e+27      -2.262446989558e+10       3.892717486109e-08      -4.653754712670e-12      -1.000000000000e+00       4.601412403346e+37       1.125744413793e+38       1.125744413793e+38       3.752481373641e+37      -7.181073288775e+44       4.369300074731e-05       2.625578062826e-01 
       2.202315864012e+12       1.558600890988e-22       2.104843588313e-07       1.046311404854e+19       1.415848720618e+04       6.428908512872e-09       3.118146098460e+16       1.215228708597e-07       6.472879177789e+37       2.737104342114e+28       1.391846676096e+29       6.002411887023e+12       0.000000000000e+00       9.759731467549e+27       5.033885487041e+27      -2.091982054274e+10       3.892717486109e-08      -4.653754712670e-12      -1.000000000000e+00       4.474796364834e+37       1.094767555928e+38       1.094767555928e+38       3.649225180874e+37      -6.934928795677e+44       4.377302455858e-05       2.620778103053e-01 
       2.187006816298e+12       1.580497674900e-22       2.119577402482e-07       1.031815429885e+19       1.415848720618e+04       6.473910872461e-09       3.096470802840e+16       1.223735309553e-07       6.294766405576e+37       2.680420568958e+28       1.363022374427e+29       5.960687077497e+12       0.000000000000e+00       9.458129390519e+27       4.878324821927e+27      -1.929891533529e+10       3.892717486109e-08      -4.653754712670e-12      -1.000000000000e+00       4.351664391606e+37       1.064643081349e+38       1.064643081349e+38       3.548810265727e+37      -6.697221357745e+44       4.385304836985e-05       2.615995661382e-01 
       2.171804186989e+12       1.602702086729e-22       2.134402166121e-07       1.017520287373e+19       1.415848720618e+04       6.519228248568e-09       3.074946179583e+16       1.232301456716e-07       6.121554722778e+37       2.624910682412e+28       1.334795006588e+29       5.919252311334e+12       0.000000000000e+00       9.165847632717e+27       4.727571401751e+27      -1.775818244660e+10       3.892717486109e-08      -4.653754712670e-12      -1.000000000000e+00       4.231920613414e+37       1.035347535216e+38       1.035347535216e+38       3.451158445397e+37      -6.467661779397e+44       4.393307218113e-05       2.611230642086e-01 
       2.156707236334e+12       1.625218448340e-22       2.149354259018e-07       1.003423194914e+19       1.415848720618e+04       6.564862846307e-09       3.053571181313e+16       1.240927566909e-07       5.953109267212e+37       2.570550371997e+28       1.307152210441e+29       5.878105572344e+12       0.000000000000e+00       8.882598171093e+27       4.581476669656e+27      -1.629430085222e+10       3.892717486109e-08      -4.653754712670e-12      -1.000000000000e+00       4.115471798051e+37       1.006858108090e+38       1.006858108090e+38       3.356193688421e+37      -6.245970777761e+44       4.401309599242e-05       2.606482950134e-01 
