# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_dmeff          13:T_dmeff               14:Vrel_dmeff            15:dkappa_dmeff          16:dkappaT_dmeff         17:cdmeff2               18:(.)rho_lambda         19:(.)rho_fld            20:(.)w_fld              21:(.)rho_ur             22:(.)rho_crit           23:(.)rho_tot            24:(.)p_tot              25:(.)p_tot_prime        26:gr.fac. D             27:gr.fac. f          
       1.218005718764e+11       5.095601724890e-20       3.805826054304e-06       3.200371581151e+16       1.415848720064e+04       1.162431914925e-07       1.724511837957e+15       2.197294644092e-06       6.055867738473e+32       4.630208141832e+24       9.851506684748e+15       2.354510097655e+25       3.319674590119e+11       0.000000000000e+00       5.075315522666e+16       2.617752059742e+16       2.108906792673e+00       3.892717486109e-08      -4.653760164655e-12      -1.000000000000e+00       4.186510237210e+32       1.024237825744e+33       1.024237825744e+33       3.414125991894e+32      -3.588315434159e+38       7.698290805050e-05       1.490193238069e-01 
       1.209538946140e+11       5.167189833194e-20       3.832466973108e-06       3.156032481129e+16       1.415848720061e+04       1.170568938328e-07       1.712524168771e+15       2.212675706472e-06       5.889229776992e+32       4.534319335566e+24       9.647487948013e+15       2.305749619575e+25       3.296598401318e+11       0.000000000000e+00       4.952903879381e+16       2.554614442008e+16       2.063963323855e+00       3.892717486109e-08      -4.653760164655e-12      -1.000000000000e+00       4.071310969033e+32       9.960541021942e+32       9.960541021942e+32       3.320180248675e+32      -3.465319323986e+38       7.706293187912e-05       1.488645791665e-01 
       1.201131028937e+11       5.239783682826e-20       3.859293428832e-06       3.112307670964e+16       1.415848720059e+04       1.178762920894e-07       1.700619829958e+15       2.228164436288e-06       5.727177155119e+32       4.440416328402e+24       9.447694315749e+15       2.257998941464e+25       3.273682622965e+11       0.000000000000e+00       4.833444685130e+16       2.492999641823e+16       2.019975263985e+00       3.892717486109e-08      -4.653760164655e-12      -1.000000000000e+00       3.959281613416e+32       9.686459038739e+32       9.686459038739e+32       3.228819589512e+32      -3.346539131672e+38       7.714295570788e-05       1.487101555750e-01 
       1.192781558031e+11       5.313397403444e-20       3.886309059453e-06       3.069188640061e+16       1.415848720056e+04       1.187014261339e-07       1.688798242258e+15       2.243761587210e-06       5.569583699088e+32       4.348457995643e+24       9.252038288602e+15       2.211237150976e+25       3.250926139993e+11       0.000000000000e+00       4.716866729732e+16       2.432870930317e+16       1.976922515216e+00       3.892717486109e-08      -4.653760164655e-12      -1.000000000000e+00       3.850334944585e+32       9.419918908281e+32       9.419918908281e+32       3.139972881224e+32      -3.231830348881e+38       7.722297953680e-05       1.485560520344e-01 
       1.184490127140e+11       5.388045323215e-20       3.913513864973e-06       3.026666995738e+16       1.415848720053e+04       1.195323361166e-07       1.677058830441e+15       2.259467918187e-06       5.416326707026e+32       4.258404064259e+24       9.060434179274e+15       2.165443768846e+25       3.228327845086e+11       0.000000000000e+00       4.603100520525e+16       2.374192464486e+16       1.934785071472e+00       3.892717486109e-08      -4.653760164655e-12      -1.000000000000e+00       3.744386136933e+32       9.160713103088e+32       9.160713103088e+32       3.053570947987e+32      -3.121053420563e+38       7.730300336587e-05       1.484022675508e-01 
       1.176256332810e+11       5.463741971604e-20       3.940907845390e-06       2.984734461584e+16       1.415848720050e+04       1.203690624692e-07       1.665401023275e+15       2.275284193479e-06       5.267286853424e+32       4.170215095251e+24       8.872798075003e+15       2.120598739926e+25       3.205886638623e+11       0.000000000000e+00       4.492078240943e+16       2.316929265823e+16       1.893543998526e+00       3.892717486109e-08      -4.653760164655e-12      -1.000000000000e+00       3.641352698984e+32       8.908639806170e+32       8.908639806170e+32       2.969546517469e+32      -3.014073575177e+38       7.738302719509e-05       1.482488011343e-01 
       1.168079774389e+11       5.540502082199e-20       3.968494638684e-06       2.943382875857e+16       1.415848720048e+04       1.212116459063e-07       1.653824253496e+15       2.291211182697e-06       5.122348096222e+32       4.083852466379e+24       8.689047800807e+15       2.076682424393e+25       3.183601428630e+11       0.000000000000e+00       4.383733710089e+16       2.261047199469e+16       1.853180110773e+00       3.892717486109e-08      -4.653760164655e-12      -1.000000000000e+00       3.541154409160e+32       8.663502753889e+32       8.663502753889e+32       2.887834168461e+32      -2.910760660722e+38       7.746305102446e-05       1.480956517993e-01 
       1.159960054010e+11       5.618340595579e-20       3.996274244855e-06       2.902604189887e+16       1.415848720045e+04       1.220601274275e-07       1.642327957788e+15       2.307249660836e-06       4.981397586465e+32       3.999278355244e+24       8.509102883498e+15       2.033675589156e+25       3.161471130723e+11       0.000000000000e+00       4.278002343285e+16       2.206512953864e+16       1.813675564309e+00       3.892717486109e-08      -4.653760164655e-12      -1.000000000000e+00       3.443713253323e+32       8.425111083148e+32       8.425111083148e+32       2.808370279929e+32      -2.810988986396e+38       7.754307485399e-05       1.479428185640e-01 
       1.151896776574e+11       5.697272662227e-20       4.024246663903e-06       2.862390466514e+16       1.415848720042e+04       1.229145483193e-07       1.630911576747e+15       2.323400408321e-06       4.844325580439e+32       3.916455722727e+24       8.332884516440e+15       1.991559399429e+25       3.139494668054e+11       0.000000000000e+00       4.174821113570e+16       2.153294020892e+16       1.775011944693e+00       3.892717486109e-08      -4.653760164655e-12      -1.000000000000e+00       3.348953364031e+32       8.193279182791e+32       8.193279182791e+32       2.731092981490e+32      -2.714637169683e+38       7.762309868367e-05       1.477903004509e-01 
       1.143889549725e+11       5.777313645470e-20       4.052417352796e-06       2.822733878544e+16       1.415848720039e+04       1.237749501573e-07       1.619574554859e+15       2.339664211036e-06       4.711025354222e+32       3.835348296767e+24       8.160315525035e+15       1.950315410483e+25       3.117670971263e+11       0.000000000000e+00       4.074128514134e+16       2.101358676499e+16       1.737171832663e+00       3.892717486109e-08      -4.653760164655e-12      -1.000000000000e+00       3.256800961472e+32       7.967826549079e+32       7.967826549079e+32       2.655942105231e+32      -2.621587988674e+38       7.770312251351e-05       1.476380964864e-01 
       1.135937983838e+11       5.858479124479e-20       4.080784492544e-06       2.783626707221e+16       1.415848720037e+04       1.246413748082e-07       1.608316340472e+15       2.356041860368e-06       4.581393120590e+32       3.755920556474e+24       7.991320332923e+15       1.909925559569e+25       3.095998978421e+11       0.000000000000e+00       3.975864521651e+16       2.050675961785e+16       1.700137570143e+00       3.892717486109e-08      -4.653760164655e-12      -1.000000000000e+00       3.167184296015e+32       7.748577645157e+32       7.748577645157e+32       2.582859138868e+32      -2.531728239456e+38       7.778314634350e-05       1.474862057008e-01 
       1.128041691993e+11       5.940784897294e-20       4.109349902137e-06       2.745061340731e+16       1.415848720034e+04       1.255138644316e-07       1.597136385768e+15       2.372534153244e-06       4.455327948210e+32       3.678137716576e+24       7.825824928886e+15       1.870372158004e+25       3.074477634984e+11       0.000000000000e+00       3.879970560497e+16       2.001215664547e+16       1.663892746060e+00       3.892717486109e-08      -4.653760164655e-12      -1.000000000000e+00       3.080033592347e+32       7.535361764375e+32       7.535361764375e+32       2.511787180186e+32      -2.444948598389e+38       7.786317017366e-05       1.473346271287e-01 
       1.120200289963e+11       6.024246983903e-20       4.138115400565e-06       2.707030272713e+16       1.415848720031e+04       1.263924614825e-07       1.586034146737e+15       2.389141892167e-06       4.332731683052e+32       3.601965712183e+24       7.663756834431e+15       1.831637883429e+25       3.053105893735e+11       0.000000000000e+00       3.786389467836e+16       1.952948301272e+16       1.628420129660e+00       3.892717486109e-08      -4.653760164655e-12      -1.000000000000e+00       2.995280995149e+32       7.328012897384e+32       7.328012897384e+32       2.442670892734e+32      -2.361143489103e+38       7.794319400397e-05       1.471833598083e-01 
       1.112413396189e+11       6.108881629358e-20       4.167082806816e-06       2.669526100804e+16       1.415848720028e+04       1.272772087126e-07       1.575009083151e+15       2.405865885261e-06       4.213508871972e+32       3.527371183865e+24       7.505045072053e+15       1.793705772221e+25       3.031882714739e+11       0.000000000000e+00       3.695065459544e+16       1.905845099561e+16       1.593703712239e+00       3.892717486109e-08      -4.653760164655e-12      -1.000000000000e+00       2.912860516259e+32       7.126369602875e+32       7.126369602875e+32       2.375456462744e+32      -2.280210954051e+38       7.802321783445e-05       1.470324027821e-01 
       1.104680631767e+11       6.194705306938e-20       4.196252120892e-06       2.632541525196e+16       1.415848720025e+04       1.281681491734e-07       1.564060658537e+15       2.422706946304e-06       4.097566688385e+32       3.454321463050e+24       7.349620134149e+15       1.756559212062e+25       3.010807065289e+11       0.000000000000e+00       3.605944096955e+16       1.859877980977e+16       1.559727805106e+00       3.892717486109e-08      -4.653760164655e-12      -1.000000000000e+00       2.832707983298e+32       6.930274881882e+32       6.930274881882e+32       2.310091557228e+32      -2.202052530468e+38       7.810324166509e-05       1.468817550961e-01 
       1.097001620423e+11       6.281734721356e-20       4.225625161780e-06       2.596069347215e+16       1.415848720022e+04       1.290653262174e-07       1.553188340152e+15       2.439665894773e-06       3.984814859996e+32       3.382784557709e+24       7.197413952572e+15       1.720181934665e+25       2.989877919858e+11       0.000000000000e+00       3.518972254410e+16       1.815019544305e+16       1.526476764511e+00       3.892717486109e-08      -4.653760164655e-12      -1.000000000000e+00       2.754760989705e+32       6.739576055548e+32       6.739576055548e+32       2.246525283234e+32      -2.126573130582e+38       7.818326549590e-05       1.467314158007e-01 
       1.089375988503e+11       6.369986812007e-20       4.255205567461e-06       2.560102467918e+16       1.415848720019e+04       1.299687835007e-07       1.542391598956e+15       2.456743555879e-06       3.875165598515e+32       3.312729138350e+24       7.048359868831e+15       1.684558008651e+25       2.969094260044e+11       0.000000000000e+00       3.434098087589e+16       1.771243049224e+16       1.493934744576e+00       3.892717486109e-08      -4.653760164655e-12      -1.000000000000e+00       2.678958846145e+32       6.554124646242e+32       6.554124646242e+32       2.184708148220e+32      -2.053680925930e+38       7.826328932687e-05       1.465813839498e-01 
       1.081803364948e+11       6.459478756270e-20       4.284991518944e-06       2.524633886718e+16       1.415848720016e+04       1.308785649850e-07       1.531669909585e+15       2.473940760610e-06       3.768533531298e+32       3.244124524297e+24       6.902392604887e+15       1.649671832568e+25       2.948455074530e+11       0.000000000000e+00       3.351271002607e+16       1.728522400361e+16       1.462087294512e+00       3.892717486109e-08      -4.653760164655e-12      -1.000000000000e+00       2.605242533257e+32       6.373776261963e+32       6.373776261963e+32       2.124592021518e+32      -1.983287235637e+38       7.834331315801e-05       1.464316586013e-01 
       1.074283381279e+11       6.550227972848e-20       4.314986654208e-06       2.489656700011e+16       1.415848720013e+04       1.317947149396e-07       1.521022750329e+15       2.491258345772e-06       3.664835634885e+32       3.176940670249e+24       6.759448234572e+15       1.615508128063e+25       2.927959359024e+11       0.000000000000e+00       3.270441625853e+16       1.686832131738e+16       1.430919729337e+00       3.892717486109e-08      -4.653760164655e-12      -1.000000000000e+00       2.533554655704e+32       6.198390483910e+32       6.198390483910e+32       2.066130096863e+32      -1.915306418528e+38       7.842333698932e-05       1.462822388170e-01 
       1.066815671577e+11       6.642252125160e-20       4.345190973254e-06       2.455164099842e+16       1.415848720010e+04       1.327172779440e-07       1.510449603103e+15       2.508697154028e-06       3.563991170353e+32       3.111148153127e+24       6.619464155590e+15       1.582051933186e+25       2.907606116217e+11       0.000000000000e+00       3.191561774561e+16       1.646147391593e+16       1.400417419926e+00       3.892717486109e-08      -4.653760164655e-12      -1.000000000000e+00       2.463839397485e+32       6.027830757154e+32       6.027830757154e+32       2.009276855946e+32      -1.849655768938e+38       7.850336082079e-05       1.461331236624e-01 
       1.059399872469e+11       6.735569124778e-20       4.375608114060e-06       2.421149372575e+16       1.415848720007e+04       1.336462988893e-07       1.499949953425e+15       2.526258033939e-06       3.465921620452e+32       3.046718159187e+24       6.482379062100e+15       1.549288595842e+25       2.887394355734e+11       0.000000000000e+00       3.114584428083e+16       1.606443927563e+16       1.370566794257e+00       3.892717486109e-08      -4.653760164655e-12      -1.000000000000e+00       2.396042478472e+32       5.861964284320e+32       5.861964284320e+32       1.953988032975e+32      -1.786255416091e+38       7.858338465244e-05       1.459843122069e-01 
       1.052035623107e+11       6.830197134914e-20       4.406236257637e-06       2.387605897586e+16       1.415848720004e+04       1.345818229813e-07       1.489523290389e+15       2.543941840008e-06       3.370550628476e+32       2.983622471398e+24       6.348132917868e+15       1.517203767371e+25       2.867323094082e+11       0.000000000000e+00       3.039463699866e+16       1.567698072228e+16       1.341353571073e+00       3.892717486109e-08      -4.653760164655e-12      -1.000000000000e+00       2.330111112154e+32       5.700661922187e+32       5.700661922187e+32       1.900220580210e+32      -1.725028226927e+38       7.866340848426e-05       1.458358035237e-01 
       1.044722565151e+11       6.926154573953e-20       4.437080860953e-06       2.354527145976e+16       1.415848720001e+04       1.355238957420e-07       1.479169106639e+15       2.561749432716e-06       3.277803938809e+32       2.921833457089e+24       6.216666929976e+15       1.485783396264e+25       2.847391354607e+11       0.000000000000e+00       2.966154810094e+16       1.529886729004e+16       1.312764267186e+00       3.892717486109e-08      -4.653760164655e-12      -1.000000000000e+00       2.265993964533e+32       5.543798081139e+32       5.543798081139e+32       1.847932634448e+32      -1.665899712264e+38       7.874343231626e-05       1.456875966898e-01 
       1.037460342751e+11       7.023460119042e-20       4.468140105018e-06       2.321906679301e+16       1.415848719998e+04       1.364725630119e-07       1.468886898346e+15       2.579681678571e-06       3.187609339110e+32       2.861324055842e+24       6.087923523069e+15       1.455013722013e+25       2.827598167441e+11       0.000000000000e+00       2.894614058998e+16       1.492987358374e+16       1.284785915013e+00       3.892717486109e-08      -4.653760164655e-12      -1.000000000000e+00       2.203641114159e+32       5.391250627384e+32       5.391250627384e+32       1.797083484423e+32      -1.608797936175e+38       7.882345614843e-05       1.455396907857e-01 
       1.030248602533e+11       7.122132709723e-20       4.499417627812e-06       2.289738148316e+16       1.415848719995e+04       1.374278709527e-07       1.458676165186e+15       2.597739450145e-06       3.099896604088e+32       2.802067767647e+24       5.961846314143e+15       1.424881269080e+25       2.807942569462e+11       0.000000000000e+00       2.824798800802e+16       1.456977964450e+16       1.257405806684e+00       3.892717486109e-08      -4.653760164655e-12      -1.000000000000e+00       2.143004013258e+32       5.242900787855e+32       5.242900787855e+32       1.747633539115e+32      -1.553653428469e+38       7.890347998078e-05       1.453920848959e-01 
       1.023086993577e+11       7.222191551620e-20       4.530913429335e-06       2.258015291741e+16       1.415848719991e+04       1.383898660491e-07       1.448536410310e+15       2.615923626117e-06       3.014597440827e+32       2.744038641291e+24       5.838380087854e+15       1.395372840997e+25       2.788423604239e+11       0.000000000000e+00       2.756667418307e+16       1.421837081866e+16       1.230610811369e+00       3.892717486109e-08      -4.653760164655e-12      -1.000000000000e+00       2.084035449934e+32       5.098633057738e+32       5.098633057738e+32       1.699544296920e+32      -1.500399100171e+38       7.898350381330e-05       1.452447781086e-01 
       1.015975167405e+11       7.323656120175e-20       4.562629328575e-06       2.226731935043e+16       1.415848719988e+04       1.393585951112e-07       1.438467140324e+15       2.634235091318e-06       2.931645435610e+32       2.687211262996e+24       5.717470772332e+15       1.366475514587e+25       2.769040321991e+11       0.000000000000e+00       2.690179298078e+16       1.387543762978e+16       1.204388760873e+00       3.892717486109e-08      -4.653760164655e-12      -1.000000000000e+00       2.026689511410e+32       4.958335110540e+32       4.958335110540e+32       1.652778315673e+32      -1.448970161907e+38       7.906352764601e-05       1.450977695154e-01 
       1.008912777959e+11       7.426546164442e-20       4.594567144522e-06       2.195881989231e+16       1.415848719985e+04       1.403341052768e-07       1.428467865264e+15       2.652674736774e-06       2.850976002215e+32       2.631560745287e+24       5.599065415504e+15       1.338176634305e+25       2.749791779541e+11       0.000000000000e+00       2.625294806239e+16       1.354077565379e+16       1.178727512639e+00       3.892717486109e-08      -4.653760164655e-12      -1.000000000000e+00       1.970921548283e+32       4.821897710631e+32       4.821897710631e+32       1.607299183499e+32      -1.399304045077e+38       7.914355147889e-05       1.449510582121e-01 
       1.001899481587e+11       7.530881710928e-20       4.626728696167e-06       2.165459449676e+16       1.415848719982e+04       1.413164440134e-07       1.418538098570e+15       2.671243459744e-06       2.772526331620e+32       2.577062716094e+24       5.483112161902e+15       1.310463806695e+25       2.730677040266e+11       0.000000000000e+00       2.561975264842e+16       1.321418539713e+16       1.153615499859e+00       3.892717486109e-08      -4.653760164655e-12      -1.000000000000e+00       1.916688139756e+32       4.689214628193e+32       4.689214628193e+32       1.563071490459e+32      -1.351340325733e+38       7.922357531196e-05       1.448046432975e-01 
       9.949349370274e+10       7.636683067496e-20       4.659115802497e-06       2.135458394938e+16       1.415848719979e+04       1.423056591213e-07       1.408677357066e+15       2.689942163773e-06       2.696235343109e+32       2.523693308078e+24       5.369560229953e+15       1.283324894959e+25       2.711695174054e+11       0.000000000000e+00       2.500182928813e+16       1.289547217784e+16       1.129040539735e+00       3.892717486109e-08      -4.653760164655e-12      -1.000000000000e+00       1.863947059831e+32       4.560182556510e+32       4.560182556510e+32       1.520060800980e+32      -1.305020651073e+38       7.930359914521e-05       1.446585238747e-01 
       9.880188053892e+10       7.743970827309e-20       4.691730282502e-06       2.105872985613e+16       1.415848719975e+04       1.433017987348e-07       1.398885160936e+15       2.708771758728e-06       2.622043636708e+32       2.471429148178e+24       5.258359889741e+15       1.256748013648e+25       2.692845257259e+11       0.000000000000e+00       2.439880963455e+16       1.258444600948e+16       1.104991558364e+00       3.892717486109e-08      -4.653760164655e-12      -1.000000000000e+00       1.812657244436e+32       4.434701031533e+32       4.434701031533e+32       1.478233627048e+32      -1.260288668440e+38       7.938362297865e-05       1.445126990498e-01 
       9.811507501377e+10       7.852765872847e-20       4.724572136183e-06       2.076697463200e+16       1.415848719972e+04       1.443049113257e-07       1.389161033696e+15       2.727733160845e-06       2.549893446940e+32       2.420247347375e+24       5.149462441224e+15       1.230721523453e+25       2.674126372657e+11       0.000000000000e+00       2.381033422484e+16       1.228092148790e+16       1.081457291827e+00       3.892717486109e-08      -4.653760164655e-12      -1.000000000000e+00       1.762778759448e+32       4.312672353663e+32       4.312672353663e+32       1.437557402130e+32      -1.217089956771e+38       7.946364681228e-05       1.443671679330e-01 
       9.743304370777e+10       7.963089379966e-20       4.757645001519e-06       2.047926148980e+16       1.415848719969e+04       1.453150457047e-07       1.379504502177e+15       2.746827292773e-06       2.479728597847e+32       2.370125490668e+24       5.042820192911e+15       1.205234026106e+25       2.655537609397e+11       0.000000000000e+00       2.323605226608e+16       1.198471768073e+16       1.058426917159e+00       3.892717486109e-08      -4.653760164655e-12      -1.000000000000e+00       1.714272769604e+32       4.194001511676e+32       4.194001511676e+32       1.398000455817e+32      -1.175371960384e+38       7.954367064609e-05       1.442219296378e-01 
       9.675575343369e+10       8.074962822024e-20       4.790947059519e-06       2.019553442905e+16       1.415848719965e+04       1.463322510244e-07       1.369915096498e+15       2.766055083623e-06       2.411494459252e+32       2.321041627256e+24       4.938386440971e+15       1.180274359392e+25       2.637078062963e+11       0.000000000000e+00       2.267562142613e+16       1.169565801950e+16       1.035889735204e+00       3.892717486109e-08      -4.653760164655e-12      -1.000000000000e+00       1.667101508260e+32       4.078596108751e+32       4.078596108751e+32       1.359531989171e+32      -1.135083925040e+38       7.962369448010e-05       1.440769832814e-01 
       9.608317123499e+10       8.188407974056e-20       4.824483767152e-06       1.991573822516e+16       1.415848719962e+04       1.473565767812e-07       1.360392350044e+15       2.785417469005e-06       2.345137904226e+32       2.272974260927e+24       4.836115448782e+15       1.155831592259e+25       2.618746835123e+11       0.000000000000e+00       2.212870762956e+16       1.141357019440e+16       1.013835174671e+00       3.892717486109e-08      -4.653760164655e-12      -1.000000000000e+00       1.621228247991e+32       3.966366290530e+32       3.966366290530e+32       1.322122050739e+32      -1.096176836194e+38       7.970371831429e-05       1.439323279843e-01 
       9.541526438426e+10       8.303446917015e-20       4.858255124418e-06       1.963981841861e+16       1.415848719959e+04       1.483880728184e-07       1.350935799444e+15       2.804915391083e-06       2.280607267720e+32       2.225902340642e+24       4.735962426899e+15       1.131895020029e+25       2.600543033892e+11       0.000000000000e+00       2.159498485850e+16       1.113828605157e+16       9.922530804404e-01       3.892717486109e-08      -4.653760164655e-12      -1.000000000000e+00       1.576617271990e+32       3.857224675159e+32       3.857224675159e+32       1.285741513237e+32      -1.058603359365e+38       7.978374214868e-05       1.437879628710e-01 
       9.475200038154e+10       8.420102042070e-20       4.892262950307e-06       1.936772130440e+16       1.415848719955e+04       1.494267893278e-07       1.341544984548e+15       2.824549798612e-06       2.217852306342e+32       2.179805251317e+24       4.637883513440e+15       1.108454159712e+25       2.582465773484e+11       0.000000000000e+00       2.107413495834e+16       1.086964149285e+16       9.711334126322e-01       3.892717486109e-08      -4.653760164655e-12      -1.000000000000e+00       1.533233846263e+32       3.751086285249e+32       3.751086285249e+32       1.250362050869e+32      -1.022317782550e+38       7.986376598326e-05       1.436438870690e-01 
       9.409334695282e+10       8.538396054961e-20       4.926509063807e-06       1.909939392158e+16       1.415848719952e+04       1.504727768528e-07       1.332219448406e+15       2.844321646991e-06       2.156824159236e+32       2.134662804792e+24       4.541835754876e+15       1.085498745415e+25       2.564514174270e+11       0.000000000000e+00       2.056584744802e+16       1.060747637796e+16       9.504662504957e-01       3.892717486109e-08      -4.653760164655e-12      -1.000000000000e+00       1.491044192583e+32       3.647868481716e+32       3.647868481716e+32       1.215956117273e+32      -9.872759606074e+37       7.994378981804e-05       1.435000997096e-01 
       9.343927204843e+10       8.658351980426e-20       4.960995283909e-06       1.883478404292e+16       1.415848719948e+04       1.515260862905e-07       1.322958737241e+15       2.864231898305e-06       2.097475310038e+32       2.090455230993e+24       4.447777087219e+15       1.063018723845e+25       2.546687362736e+11       0.000000000000e+00       2.006981933500e+16       1.035163442907e+16       9.302419760299e-01       3.892717486109e-08      -4.653760164655e-12      -1.000000000000e+00       1.450015462191e+32       3.547490899435e+32       3.547490899435e+32       1.182496924076e+32      -9.534352615509e+37       8.002381365302e-05       1.433565999275e-01 
       9.278974384150e+10       8.779993166672e-20       4.995721610612e-06       1.857384016479e+16       1.415848719945e+04       1.525867688942e-07       1.313762400434e+15       2.884281521376e-06       2.039759549882e+32       2.047163169273e+24       4.355666317601e+15       1.041004249907e+25       2.528984471442e+11       0.000000000000e+00       1.958575493461e+16       1.010196313760e+16       9.104512616497e-01       3.892717486109e-08      -4.653760164655e-12      -1.000000000000e+00       1.410115710219e+32       3.449875384673e+32       3.449875384673e+32       1.149958420034e+32      -9.207545146852e+37       8.010383748820e-05       1.432133868608e-01 
       9.214473072636e+10       8.903343289928e-20       5.030691681895e-06       1.831651149710e+16       1.415848719942e+04       1.536548762762e-07       1.304629990497e+15       2.904471491805e-06       1.983631941422e+32       2.004767659930e+24       4.265463106234e+15       1.019445682390e+25       2.511404638975e+11       0.000000000000e+00       1.911336569382e+16       9.858313673333e+15       8.910848844550e-01       3.892717486109e-08      -4.653760164655e-12      -1.000000000000e+00       1.371313870820e+32       3.354945934235e+32       3.354945934235e+32       1.118315270748e+32      -8.891939605158e+37       8.018386132358e-05       1.430704596512e-01 
       9.150420131710e+10       9.028426359050e-20       5.065907316748e-06       1.806274795342e+16       1.415848719938e+04       1.547304604098e-07       1.295561063052e+15       2.924802792024e-06       1.929048783842e+32       1.963250135909e+24       4.177127948742e+15       9.983335797492e+24       2.493947009912e+11       0.000000000000e+00       1.865237001919e+16       9.620540795686e+15       8.721337299109e-01       3.892717486109e-08      -4.653760164655e-12      -1.000000000000e+00       1.333579732980e+32       3.262628636288e+32       3.262628636288e+32       1.087542838941e+32      -8.587152023782e+37       8.026388515916e-05       1.429278174436e-01 
       9.086812444593e+10       9.155266720194e-20       5.101368515170e-06       1.781250014123e+16       1.415848719934e+04       1.558135736323e-07       1.286555176810e+15       2.945276411341e-06       1.875967578832e+32       1.922592414664e+24       4.090622158859e+15       9.776586959674e+24       2.476610734774e+11       0.000000000000e+00       1.820249310906e+16       9.388502767144e+15       8.535890471178e-01       3.892717486109e-08      -4.653760164655e-12      -1.000000000000e+00       1.296883916991e+32       3.172851612815e+32       3.172851612815e+32       1.057617165274e+32      -8.292811597239e+37       8.034390899494e-05       1.427854593864e-01 
       9.023646916175e+10       9.283889061556e-20       5.137077096151e-06       1.756571935234e+16       1.415848719931e+04       1.569042686474e-07       1.277611893552e+15       2.965893345991e-06       1.824346997497e+32       1.882776690201e+24       4.005907851492e+15       9.574119765065e+24       2.459394969990e+11       0.000000000000e+00       1.776346678972e+16       9.162061268759e+15       8.354420175187e-01       3.892717486109e-08      -4.653760164655e-12      -1.000000000000e+00       1.261197851585e+32       3.085544963650e+32       3.085544963650e+32       1.028514949694e+32      -8.008560230086e+37       8.042393283094e-05       1.426433846315e-01 
       8.960920472860e+10       9.414318418175e-20       5.173036697670e-06       1.732235755334e+16       1.415848719927e+04       1.580025985276e-07       1.268730778101e+15       2.986654599179e-06       1.774146848182e+32       1.843785525277e+24       3.922947926122e+15       9.375845543431e+24       2.442298877851e+11       0.000000000000e+00       1.733502935554e+16       8.941081317701e+15       8.176843403253e-01       3.892717486109e-08      -4.653760164655e-12      -1.000000000000e+00       1.226493751678e+32       3.000640712056e+32       3.000640712056e+32       1.000213533287e+32      -7.734052101259e+37       8.050395666713e-05       1.425015923341e-01 
       8.898630062418e+10       9.546580176807e-20       5.209249138716e-06       1.708236737632e+16       1.415848719924e+04       1.591086167170e-07       1.259911398309e+15       3.007561181137e-06       1.725328045176e+32       1.805601843763e+24       3.841706050560e+15       9.181677460838e+24       2.425321626471e+11       0.000000000000e+00       1.691692541297e+16       8.725431186793e+15       8.003077220801e-01       3.892717486109e-08      -4.653760164655e-12      -1.000000000000e+00       1.192744596746e+32       2.918072751795e+32       2.918072751795e+32       9.726908806406e+31      -7.468953243347e+37       8.058398050354e-05       1.423600816527e-01 
       8.836772653837e+10       9.680700080870e-20       5.245714419289e-06       1.684570210961e+16       1.415848719920e+04       1.602223770337e-07       1.251153325030e+15       3.028614109165e-06       1.677852578280e+32       1.768208923167e+24       3.762146645036e+15       8.991530481635e+24       2.408462389748e+11       0.000000000000e+00       1.650890572829e+16       8.514982325989e+15       7.833038872248e-01       3.892717486109e-08      -4.653760164655e-12      -1.000000000000e+00       1.159924109781e+32       2.837776795659e+32       2.837776795659e+32       9.459255626872e+31      -7.212941136286e+37       8.066400434016e-05       1.422188517492e-01 
       8.775345237172e+10       9.816704235446e-20       5.282434358378e-06       1.661231568872e+16       1.415848719916e+04       1.613439336726e-07       1.242456132101e+15       3.049814407686e-06       1.631683483216e+32       1.731590387308e+24       3.684234866614e+15       8.805321331207e+24       2.391720347322e+11       0.000000000000e+00       1.611072707910e+16       8.309609285746e+15       7.666649727975e-01       3.892717486109e-08      -4.653760164655e-12      -1.000000000000e+00       1.128006736833e+32       2.759690325418e+32       2.759690325418e+32       9.198967400164e+31      -6.965704314982e+37       8.074402817699e-05       1.420779017887e-01 
       8.714344823403e+10       9.954619112373e-20       5.319410774973e-06       1.638216268733e+16       1.415848719913e+04       1.624733412079e-07       1.233819396323e+15       3.071163108294e-06       1.586784812840e+32       1.695730199149e+24       3.607936593934e+15       8.622968459503e+24       2.375094684536e+11       0.000000000000e+00       1.572215210923e+16       8.109189642238e+15       7.503833532046e-01       3.892717486109e-08      -4.653760164655e-12      -1.000000000000e+00       1.096967627116e+32       2.683752543143e+32       2.683752543143e+32       8.945841466520e+31      -6.726941990377e+37       8.082405201404e-05       1.419372309398e-01 
